LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,SYSTEM_NAME,SCHOOL_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,INEXPERIENCED_FTE,INEXPERIENCED_FTE_PCT,Full School_ID,MATCH_TYPE,SCORE
2017-18,CARTERSVILLE CITY,CARTERSVILLE ELEMENTARY SCHOOL,CARTERSVILLE CITY,CARTERSVILLE ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,7670191,PERFECT,100
2017-18,CARTERSVILLE CITY,CARTERSVILLE ELEMENTARY SCHOOL,CARTERSVILLE CITY,CARTERSVILLE ELEMENTARY SCHOOL,Teachers,Total,58,19,33,7670191,PERFECT,100
2017-18,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,Leaders,Low Poverty,4.3,2.3,53,7672050,PERFECT,100
2017-18,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,Teachers,Low Poverty,74.9,28.8,39,7672050,PERFECT,100
2017-18,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,CARTERSVILLE CITY,CARTERSVILLE HIGH SCHOOL,Teachers,Total,74.9,28.8,39,7672050,PERFECT,100
2017-18,CARTERSVILLE CITY,CARTERSVILLE MIDDLE SCHOOL,CARTERSVILLE CITY,CARTERSVILLE MIDDLE SCHOOL,Leaders,Not Applicable,3,0,0,7670277,PERFECT,100
2017-18,CARTERSVILLE CITY,CARTERSVILLE MIDDLE SCHOOL,CARTERSVILLE CITY,CARTERSVILLE MIDDLE SCHOOL,Teachers,Total,59.2,15.2,26,7670277,PERFECT,100
2017-18,CARTERSVILLE CITY,CARTERSVILLE PRIMARY SCHOOL,CARTERSVILLE CITY,CARTERSVILLE PRIMARY SCHOOL,Leaders,Not Applicable,2,1,50,7670177,PERFECT,100
2017-18,CARTERSVILLE CITY,CARTERSVILLE PRIMARY SCHOOL,CARTERSVILLE CITY,CARTERSVILLE PRIMARY SCHOOL,Teachers,Total,77,13,17,7670177,PERFECT,100
2017-18,CATOOSA COUNTY,BATTLEFIELD ELEMENTARY SCHOOL,CATOOSA COUNTY,BATTLEFIELD ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6230103,PERFECT,100
2017-18,CATOOSA COUNTY,BATTLEFIELD ELEMENTARY SCHOOL,CATOOSA COUNTY,BATTLEFIELD ELEMENTARY SCHOOL,Teachers,Total,32,7.5,23,6230103,PERFECT,100
2017-18,CATOOSA COUNTY,BATTLEFIELD PRIMARY,CATOOSA COUNTY,BATTLEFIELD PRIMARY,Leaders,Not Applicable,2,0,0,6230102,PERFECT,100
2017-18,CATOOSA COUNTY,BATTLEFIELD PRIMARY,CATOOSA COUNTY,BATTLEFIELD PRIMARY,Teachers,Total,40.1,14,35,6230102,PERFECT,100
2017-18,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,Leaders,Low Poverty,2,1,50,6231050,PERFECT,100
2017-18,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,Teachers,Low Poverty,39.5,9,23,6231050,PERFECT,100
2017-18,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,CATOOSA COUNTY,BOYNTON ELEMENTARY SCHOOL,Teachers,Total,39.5,9,23,6231050,PERFECT,100
2017-18,CATOOSA COUNTY,CLOUD SPRINGS ELEMENTARY SCHOOL,CATOOSA COUNTY,CLOUD SPRINGS ELEMENTARY SCHOOL,Leaders,Not Applicable,1,0,0,6233050,PERFECT,100
2017-18,CATOOSA COUNTY,CLOUD SPRINGS ELEMENTARY SCHOOL,CATOOSA COUNTY,CLOUD SPRINGS ELEMENTARY SCHOOL,Teachers,Total,31.9,13,41,6233050,PERFECT,100
2017-18,CATOOSA COUNTY,GRAYSVILLE ELEMENTARY SCHOOL,CATOOSA COUNTY,GRAYSVILLE ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6235050,PERFECT,100
2017-18,CATOOSA COUNTY,GRAYSVILLE ELEMENTARY SCHOOL,CATOOSA COUNTY,GRAYSVILLE ELEMENTARY SCHOOL,Teachers,Total,34.5,5.5,16,6235050,PERFECT,100
2017-18,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,Leaders,Low Poverty,3,0.5,17,6230109,PERFECT,100
2017-18,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,Teachers,Low Poverty,112.8,41.1,36,6230109,PERFECT,100
2017-18,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,CATOOSA COUNTY,HERITAGE HIGH SCHOOL,Teachers,Total,112.8,41.1,36,6230109,PERFECT,100
2017-18,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,Leaders,Low Poverty,3,1,33,6230205,PERFECT,100
2017-18,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,Teachers,Low Poverty,70.5,20,28,6230205,PERFECT,100
2017-18,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,CATOOSA COUNTY,HERITAGE MIDDLE SCHOOL,Teachers,Total,70.5,20,28,6230205,PERFECT,100
2017-18,CATOOSA COUNTY,LAKEVIEW MIDDLE SCHOOL,CATOOSA COUNTY,LAKEVIEW MIDDLE SCHOOL,Leaders,Not Applicable,3,1,33,6232552,PERFECT,100
2017-18,CATOOSA COUNTY,LAKEVIEW MIDDLE SCHOOL,CATOOSA COUNTY,LAKEVIEW MIDDLE SCHOOL,Teachers,Total,58,21.5,37,6232552,PERFECT,100
2017-18,CATOOSA COUNTY,LAKEVIEW-FORT OGLETHORPE HIGH SCHOOL,CATOOSA COUNTY,LAKEVIEW-FORT OGLETHORPE HIGH SCHOOL,Leaders,Not Applicable,2,0,0,6231052,PERFECT,100
2017-18,CATOOSA COUNTY,LAKEVIEW-FORT OGLETHORPE HIGH SCHOOL,CATOOSA COUNTY,LAKEVIEW-FORT OGLETHORPE HIGH SCHOOL,Teachers,Total,84.9,33.6,40,6231052,PERFECT,100
2017-18,CATOOSA COUNTY,RINGGOLD ELEMENTARY SCHOOL,CATOOSA COUNTY,RINGGOLD ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6233052,PERFECT,100
2017-18,CATOOSA COUNTY,RINGGOLD ELEMENTARY SCHOOL,CATOOSA COUNTY,RINGGOLD ELEMENTARY SCHOOL,Teachers,Total,33,5,15,6233052,PERFECT,100
2017-18,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,Leaders,Low Poverty,2,0,0,6234052,PERFECT,100
2017-18,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,Teachers,Low Poverty,85.4,38.1,45,6234052,PERFECT,100
2017-18,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,CATOOSA COUNTY,RINGGOLD HIGH SCHOOL,Teachers,Total,85.4,38.1,45,6234052,PERFECT,100
2017-18,CATOOSA COUNTY,RINGGOLD MIDDLE SCHOOL,CATOOSA COUNTY,RINGGOLD MIDDLE SCHOOL,Leaders,Not Applicable,3,1,33,6235052,PERFECT,100
2017-18,CATOOSA COUNTY,RINGGOLD MIDDLE SCHOOL,CATOOSA COUNTY,RINGGOLD MIDDLE SCHOOL,Teachers,Total,62.6,24.5,39,6235052,PERFECT,100
2017-18,CATOOSA COUNTY,RINGGOLD PRIMARY SCHOOL,CATOOSA COUNTY,RINGGOLD PRIMARY SCHOOL,Leaders,Not Applicable,2,0,0,6230100,PERFECT,100
2017-18,CATOOSA COUNTY,RINGGOLD PRIMARY SCHOOL,CATOOSA COUNTY,RINGGOLD PRIMARY SCHOOL,Teachers,Total,43,12,28,6230100,PERFECT,100
2017-18,CATOOSA COUNTY,TIGER CREEK ELEMENTARY SCHOOL,CATOOSA COUNTY,TIGER CREEK ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6230185,PERFECT,100
2017-18,CATOOSA COUNTY,TIGER CREEK ELEMENTARY SCHOOL,CATOOSA COUNTY,TIGER CREEK ELEMENTARY SCHOOL,Teachers,Total,36.1,10.5,29,6230185,PERFECT,100
2017-18,CATOOSA COUNTY,WEST SIDE ELEMENTARY SCHOOL,CATOOSA COUNTY,WEST SIDE ELEMENTARY SCHOOL,Leaders,Not Applicable,2,1,50,6231054,PERFECT,100
2017-18,CATOOSA COUNTY,WEST SIDE ELEMENTARY SCHOOL,CATOOSA COUNTY,WEST SIDE ELEMENTARY SCHOOL,Teachers,Total,33.5,9,27,6231054,PERFECT,100
2017-18,CATOOSA COUNTY,WOODSTATION ELEMENTARY SCHOOL,CATOOSA COUNTY,WOODSTATION ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6230105,PERFECT,100
2017-18,CATOOSA COUNTY,WOODSTATION ELEMENTARY SCHOOL,CATOOSA COUNTY,WOODSTATION ELEMENTARY SCHOOL,Teachers,Total,35.5,12.5,35,6230105,PERFECT,100
2017-18,CHARLTON COUNTY,BETHUNE MIDDLE SCHOOL,CHARLTON COUNTY,BETHUNE MIDDLE SCHOOL,Leaders,Not Applicable,2,1,50,6240112,PERFECT,100
2017-18,CHARLTON COUNTY,BETHUNE MIDDLE SCHOOL,CHARLTON COUNTY,BETHUNE MIDDLE SCHOOL,Teachers,Total,38.7,15,39,6240112,PERFECT,100
2017-18,CHARLTON COUNTY,CHARLTON COUNTY HIGH SCHOOL,CHARLTON COUNTY,CHARLTON COUNTY HIGH SCHOOL,Leaders,Not Applicable,1.7,0,0,6240287,PERFECT,100
2017-18,CHARLTON COUNTY,CHARLTON COUNTY HIGH SCHOOL,CHARLTON COUNTY,CHARLTON COUNTY HIGH SCHOOL,Teachers,Total,26,7.1,27,6240287,PERFECT,100
2017-18,CHARLTON COUNTY,FOLKSTON ELEMENTARY SCHOOL,CHARLTON COUNTY,FOLKSTON ELEMENTARY SCHOOL,Leaders,Not Applicable,1.5,0.5,33,6240199,PERFECT,100
2017-18,CHARLTON COUNTY,FOLKSTON ELEMENTARY SCHOOL,CHARLTON COUNTY,FOLKSTON ELEMENTARY SCHOOL,Teachers,Total,36,10,28,6240199,PERFECT,100
2017-18,CHARLTON COUNTY,ST. GEORGE ELEMENTARY SCHOOL,CHARLTON COUNTY,ST. GEORGE ELEMENTARY SCHOOL,Leaders,Not Applicable,0.5,0,0,6244050,PERFECT,100
2017-18,CHARLTON COUNTY,ST. GEORGE ELEMENTARY SCHOOL,CHARLTON COUNTY,ST. GEORGE ELEMENTARY SCHOOL,Teachers,Total,14.2,6,42,6244050,PERFECT,100
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,Leaders,High Poverty,2,2,100,6260101,PERFECT,100
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,Teachers,High Poverty,21,11,52,6260101,PERFECT,100
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY EDUCATION CENTER,Teachers,Total,21,11,52,6260101,PERFECT,100
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY HIGH SCHOOL,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY HIGH SCHOOL,Leaders,Not Applicable,1.5,1.5,100,6260206,PERFECT,100
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY HIGH SCHOOL,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY HIGH SCHOOL,Teachers,Total,35.1,24.6,70,6260206,PERFECT,100
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY MIDDLE SCHOOL,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY MIDDLE SCHOOL,Leaders,Not Applicable,1.5,1.5,100,6260106,PERFECT,100
2017-18,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY MIDDLE SCHOOL,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE COUNTY MIDDLE SCHOOL,Teachers,Total,12.9,11.9,92,6260106,PERFECT,100
2017-18,CHATTOOGA COUNTY,CHATTOOGA ACADEMY,CHATTOOGA COUNTY,CHATTOOGA ACADEMY,Leaders,Not Applicable,1,0,0,6270111,PERFECT,100
2017-18,CHATTOOGA COUNTY,CHATTOOGA ACADEMY,CHATTOOGA COUNTY,CHATTOOGA ACADEMY,Teachers,Total,69,65.5,95,6270111,PERFECT,100
2017-18,CHATTOOGA COUNTY,CHATTOOGA HIGH SCHOOL,CHATTOOGA COUNTY,CHATTOOGA HIGH SCHOOL,Leaders,Not Applicable,3,1,33,6271050,PERFECT,100
2017-18,CHATTOOGA COUNTY,CHATTOOGA HIGH SCHOOL,CHATTOOGA COUNTY,CHATTOOGA HIGH SCHOOL,Teachers,Total,52.7,23,44,6271050,PERFECT,100
2017-18,CHATTOOGA COUNTY,LEROY MASSEY ELEMENTARY SCHOOL,CHATTOOGA COUNTY,LEROY MASSEY ELEMENTARY SCHOOL,Leaders,Not Applicable,3,1,33,6270106,PERFECT,100
2017-18,CHATTOOGA COUNTY,LEROY MASSEY ELEMENTARY SCHOOL,CHATTOOGA COUNTY,LEROY MASSEY ELEMENTARY SCHOOL,Teachers,Total,61.6,24,39,6270106,PERFECT,100
2017-18,CHATTOOGA COUNTY,LYERLY ELEMENTARY SCHOOL,CHATTOOGA COUNTY,LYERLY ELEMENTARY SCHOOL,Leaders,Not Applicable,1,0,0,6272050,PERFECT,100
2017-18,CHATTOOGA COUNTY,LYERLY ELEMENTARY SCHOOL,CHATTOOGA COUNTY,LYERLY ELEMENTARY SCHOOL,Teachers,Total,25.1,5.3,21,6272050,PERFECT,100
2017-18,CHATTOOGA COUNTY,MENLO ELEMENTARY SCHOOL,CHATTOOGA COUNTY,MENLO ELEMENTARY SCHOOL,Leaders,Not Applicable,1,1,100,6273050,PERFECT,100
2017-18,CHATTOOGA COUNTY,MENLO ELEMENTARY SCHOOL,CHATTOOGA COUNTY,MENLO ELEMENTARY SCHOOL,Teachers,Total,25.6,7,27,6273050,PERFECT,100
2017-18,CHATTOOGA COUNTY,SUMMERVILLE MIDDLE SCHOOL,CHATTOOGA COUNTY,SUMMERVILLE MIDDLE SCHOOL,Leaders,Not Applicable,2,1,50,6272052,PERFECT,100
2017-18,CHATTOOGA COUNTY,SUMMERVILLE MIDDLE SCHOOL,CHATTOOGA COUNTY,SUMMERVILLE MIDDLE SCHOOL,Teachers,Total,32,12.1,38,6272052,PERFECT,100
2017-18,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,Leaders,Low Poverty,3,0,0,6280397,PERFECT,100
2017-18,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,Teachers,Low Poverty,53.4,17,32,6280397,PERFECT,100
2017-18,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,CHEROKEE COUNTY,ARNOLD MILL ELEMENTARY SCHOOL,Teachers,Total,53.4,17,32,6280397,PERFECT,100
2017-18,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,Leaders,Low Poverty,3,0,0,6280108,PERFECT,100
2017-18,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,Teachers,Low Poverty,61,11,18,6280108,PERFECT,100
2017-18,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,CHEROKEE COUNTY,AVERY ELEMENTARY SCHOOL,Teachers,Total,61,11,18,6280108,PERFECT,100
2017-18,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,Leaders,Low Poverty,2,1,50,6280213,PERFECT,100
2017-18,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,Teachers,Low Poverty,33.5,8,24,6280213,PERFECT,100
2017-18,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,CHEROKEE COUNTY,BALL GROUND ELEMENTARY SCHOOL,Teachers,Total,33.5,8,24,6280213,PERFECT,100
2017-18,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,Leaders,Low Poverty,3,1,33,6280196,PERFECT,100
2017-18,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,Teachers,Low Poverty,59,14,24,6280196,PERFECT,100
2017-18,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,CHEROKEE COUNTY,BASCOMB ELEMENTARY SCHOOL,Teachers,Total,59,14,24,6280196,PERFECT,100
2017-18,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,Leaders,Low Poverty,2,1,50,6280189,PERFECT,100
2017-18,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,Teachers,Low Poverty,41.6,11,26,6280189,PERFECT,100
2017-18,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,BOSTON ELEMENTARY SCHOOL,Teachers,Total,41.6,11,26,6280189,PERFECT,100
2017-18,CHEROKEE COUNTY,CANTON ELEMENTARY,CHEROKEE COUNTY,CANTON ELEMENTARY,Leaders,Not Applicable,3,3,100,6280409,PERFECT,100
2017-18,CHEROKEE COUNTY,CANTON ELEMENTARY,CHEROKEE COUNTY,CANTON ELEMENTARY,Teachers,Total,67.5,24,36,6280409,PERFECT,100
2017-18,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,Leaders,Low Poverty,3,2,67,6280101,PERFECT,100
2017-18,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,Teachers,Low Poverty,72,21,29,6280101,PERFECT,100
2017-18,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,CHEROKEE COUNTY,CARMEL ELEMENTARY SCHOOL,Teachers,Total,72,21,29,6280101,PERFECT,100
2017-18,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,Leaders,Low Poverty,6.5,4.5,69,6285050,PERFECT,100
2017-18,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,Teachers,Low Poverty,295,187.5,64,6285050,PERFECT,100
2017-18,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE HIGH SCHOOL,Teachers,Total,295,187.5,64,6285050,PERFECT,100
2017-18,CHEROKEE COUNTY,CLARK CREEK ELEMENTARY SCHOOL,CHEROKEE COUNTY,CLARK CREEK ELEMENTARY SCHOOL,Leaders,Low Poverty,3,1,33,6280313,PERFECT,100
2017-18,CHEROKEE COUNTY,CLARK CREEK ELEMENTARY SCHOOL,CHEROKEE COUNTY,CLARK CREEK ELEMENTARY SCHOOL,Teachers,Total,75.4,36,48,6280313,PERFECT,100
2017-18,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,Leaders,Low Poverty,1,0,0,6281052,PERFECT,100
2017-18,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,Teachers,Low Poverty,19.2,4.5,23,6281052,PERFECT,100
2017-18,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,CLAYTON ELEMENTARY SCHOOL,Teachers,Total,19.2,4.5,23,6281052,PERFECT,100
2017-18,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,Leaders,Low Poverty,4,3,75,6280305,PERFECT,100
2017-18,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,Teachers,Low Poverty,102.7,44,43,6280305,PERFECT,100
2017-18,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,CHEROKEE COUNTY,CREEKLAND MIDDLE SCHOOL,Teachers,Total,102.7,44,43,6280305,PERFECT,100
2017-18,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,Leaders,Low Poverty,4.5,2.5,56,6280106,PERFECT,100
2017-18,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,Teachers,Low Poverty,234.3,156,67,6280106,PERFECT,100
2017-18,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,CHEROKEE COUNTY,CREEKVIEW HIGH SCHOOL,Teachers,Total,234.3,156,67,6280106,PERFECT,100
2017-18,CHEROKEE COUNTY,DEAN RUSK MIDDLE SCHOOL,CHEROKEE COUNTY,DEAN RUSK MIDDLE SCHOOL,Leaders,Low Poverty,4,1,25,6280187,PERFECT,100
2017-18,CHEROKEE COUNTY,DEAN RUSK MIDDLE SCHOOL,CHEROKEE COUNTY,DEAN RUSK MIDDLE SCHOOL,Teachers,Low Poverty,103.7,59,57,6280187,PERFECT,100
2017-18,CHEROKEE COUNTY,DEAN RUSK MIDDLE SCHOOL,CHEROKEE COUNTY,DEAN RUSK MIDDLE SCHOOL,Teachers,Total,103.7,59,57,6280187,PERFECT,100
2017-18,CHEROKEE COUNTY,E. T. BOOTH MIDDLE SCHOOL,CHEROKEE COUNTY,E. T. BOOTH MIDDLE SCHOOL,Leaders,Low Poverty,5,0,0,6280181,PERFECT,100
2017-18,CHEROKEE COUNTY,E. T. BOOTH MIDDLE SCHOOL,CHEROKEE COUNTY,E. T. BOOTH MIDDLE SCHOOL,Teachers,Low Poverty,116.6,49.5,42,6280181,PERFECT,100
2017-18,CHEROKEE COUNTY,E. T. BOOTH MIDDLE SCHOOL,CHEROKEE COUNTY,E. T. BOOTH MIDDLE SCHOOL,Teachers,Total,116.6,49.5,42,6280181,PERFECT,100
2017-18,CHEROKEE COUNTY,ETOWAH HIGH SCHOOL,CHEROKEE COUNTY,ETOWAH HIGH SCHOOL,Leaders,Low Poverty,5.5,3,55,6280176,PERFECT,100
2017-18,CHEROKEE COUNTY,ETOWAH HIGH SCHOOL,CHEROKEE COUNTY,ETOWAH HIGH SCHOOL,Teachers,Low Poverty,268.2,185.3,69,6280176,PERFECT,100
2017-18,CHEROKEE COUNTY,ETOWAH HIGH SCHOOL,CHEROKEE COUNTY,ETOWAH HIGH SCHOOL,Teachers,Total,268.2,185.3,69,6280176,PERFECT,100
2017-18,CHEROKEE COUNTY,FREE HOME ELEMENTARY SCHOOL,CHEROKEE COUNTY,FREE HOME ELEMENTARY SCHOOL,Leaders,Low Poverty,1,0,0,6280505,PERFECT,100
2017-18,CHEROKEE COUNTY,FREE HOME ELEMENTARY SCHOOL,CHEROKEE COUNTY,FREE HOME ELEMENTARY SCHOOL,Teachers,Low Poverty,22.9,8,35,6280505,PERFECT,100
2017-18,CHEROKEE COUNTY,FREE HOME ELEMENTARY SCHOOL,CHEROKEE COUNTY,FREE HOME ELEMENTARY SCHOOL,Teachers,Total,22.9,8,35,6280505,PERFECT,100
2017-18,CHEROKEE COUNTY,FREEDOM MIDDLE SCHOOL,CHEROKEE COUNTY,FREEDOM MIDDLE SCHOOL,Leaders,Low Poverty,3,0,0,6280205,PERFECT,100
2017-18,CHEROKEE COUNTY,FREEDOM MIDDLE SCHOOL,CHEROKEE COUNTY,FREEDOM MIDDLE SCHOOL,Teachers,Low Poverty,83.6,33,39,6280205,PERFECT,100
2017-18,CHEROKEE COUNTY,FREEDOM MIDDLE SCHOOL,CHEROKEE COUNTY,FREEDOM MIDDLE SCHOOL,Teachers,Total,83.6,33,39,6280205,PERFECT,100
2017-18,CHEROKEE COUNTY,HICKORY FLAT ELEMENTARY SCHOOL,CHEROKEE COUNTY,HICKORY FLAT ELEMENTARY SCHOOL,Leaders,Low Poverty,2,1,50,6283052,PERFECT,100
2017-18,CHEROKEE COUNTY,HICKORY FLAT ELEMENTARY SCHOOL,CHEROKEE COUNTY,HICKORY FLAT ELEMENTARY SCHOOL,Teachers,Low Poverty,33.9,11,32,6283052,PERFECT,100
2017-18,CHEROKEE COUNTY,HICKORY FLAT ELEMENTARY SCHOOL,CHEROKEE COUNTY,HICKORY FLAT ELEMENTARY SCHOOL,Teachers,Total,33.9,11,32,6283052,PERFECT,100
2017-18,CHEROKEE COUNTY,HOLLY SPRINGS ELEMENTARY SCHOOL,CHEROKEE COUNTY,HOLLY SPRINGS ELEMENTARY SCHOOL,Leaders,Low Poverty,3,1,33,6280199,PERFECT,100
2017-18,CHEROKEE COUNTY,HOLLY SPRINGS ELEMENTARY SCHOOL,CHEROKEE COUNTY,HOLLY SPRINGS ELEMENTARY SCHOOL,Teachers,Low Poverty,55,24,44,6280199,PERFECT,100
2017-18,CHEROKEE COUNTY,HOLLY SPRINGS ELEMENTARY SCHOOL,CHEROKEE COUNTY,HOLLY SPRINGS ELEMENTARY SCHOOL,Teachers,Total,55,24,44,6280199,PERFECT,100
2017-18,CHEROKEE COUNTY,INDIAN KNOLL ELEMENTARY,CHEROKEE COUNTY,INDIAN KNOLL ELEMENTARY,Leaders,Low Poverty,3,1,33,6280116,PERFECT,100
2017-18,CHEROKEE COUNTY,INDIAN KNOLL ELEMENTARY,CHEROKEE COUNTY,INDIAN KNOLL ELEMENTARY,Teachers,Low Poverty,59,13,22,6280116,PERFECT,100
2017-18,CHEROKEE COUNTY,INDIAN KNOLL ELEMENTARY,CHEROKEE COUNTY,INDIAN KNOLL ELEMENTARY,Teachers,Total,59,13,22,6280116,PERFECT,100
2017-18,CHEROKEE COUNTY,J. KNOX ELEMENTARY,CHEROKEE COUNTY,J. KNOX ELEMENTARY,Leaders,Low Poverty,3,1,33,6280509,PERFECT,100
2017-18,CHEROKEE COUNTY,J. KNOX ELEMENTARY,CHEROKEE COUNTY,J. KNOX ELEMENTARY,Teachers,Low Poverty,49.5,9,18,6280509,PERFECT,100
2017-18,CHEROKEE COUNTY,J. KNOX ELEMENTARY,CHEROKEE COUNTY,J. KNOX ELEMENTARY,Teachers,Total,49.5,9,18,6280509,PERFECT,100
2017-18,CHEROKEE COUNTY,JOHNSTON ELEMENTARY SCHOOL,CHEROKEE COUNTY,JOHNSTON ELEMENTARY SCHOOL,Leaders,Low Poverty,2,1,50,6280182,PERFECT,100
