LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,SYSTEM_NAME,SCHOOL_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,INEXPERIENCED_FTE,INEXPERIENCED_FTE_PCT,Full School_ID,MATCH_TYPE,SCORE
2017-18,APPLING COUNTY,ALTAMAHA ELEMENTARY SCHOOL,APPLING COUNTY,ALTAMAHA ELEMENTARY SCHOOL,Leaders,Not Applicable,1,0,0,6011050,PERFECT,100
2017-18,APPLING COUNTY,ALTAMAHA ELEMENTARY SCHOOL,APPLING COUNTY,ALTAMAHA ELEMENTARY SCHOOL,Teachers,Total,29.2,5,17,6011050,PERFECT,100
2017-18,APPLING COUNTY,APPLING COUNTY ELEMENTARY SCHOOL,APPLING COUNTY,APPLING COUNTY ELEMENTARY SCHOOL,Leaders,Not Applicable,2,0,0,6010177,PERFECT,100
2017-18,APPLING COUNTY,APPLING COUNTY ELEMENTARY SCHOOL,APPLING COUNTY,APPLING COUNTY ELEMENTARY SCHOOL,Teachers,Total,43.9,11,25,6010177,PERFECT,100
2017-18,APPLING COUNTY,APPLING COUNTY HIGH SCHOOL,APPLING COUNTY,APPLING COUNTY HIGH SCHOOL,Leaders,Not Applicable,2,0,0,6010103,PERFECT,100
2017-18,APPLING COUNTY,APPLING COUNTY HIGH SCHOOL,APPLING COUNTY,APPLING COUNTY HIGH SCHOOL,Teachers,Total,70.9,26.3,37,6010103,PERFECT,100
2017-18,APPLING COUNTY,APPLING COUNTY MIDDLE SCHOOL,APPLING COUNTY,APPLING COUNTY MIDDLE SCHOOL,Leaders,Not Applicable,2,1,50,6010195,PERFECT,100
2017-18,APPLING COUNTY,APPLING COUNTY MIDDLE SCHOOL,APPLING COUNTY,APPLING COUNTY MIDDLE SCHOOL,Teachers,Total,56.1,21,37,6010195,PERFECT,100
2017-18,APPLING COUNTY,APPLING COUNTY PRIMARY SCHOOL,APPLING COUNTY,APPLING COUNTY PRIMARY SCHOOL,Leaders,Not Applicable,2,1,50,6010277,PERFECT,100
2017-18,APPLING COUNTY,APPLING COUNTY PRIMARY SCHOOL,APPLING COUNTY,APPLING COUNTY PRIMARY SCHOOL,Teachers,Total,57,21,37,6010277,PERFECT,100
2017-18,APPLING COUNTY,FOURTH DISTRICT ELEMENTARY SCHOOL,APPLING COUNTY,FOURTH DISTRICT ELEMENTARY SCHOOL,Leaders,Not Applicable,1,1,100,6015050,PERFECT,100
2017-18,APPLING COUNTY,FOURTH DISTRICT ELEMENTARY SCHOOL,APPLING COUNTY,FOURTH DISTRICT ELEMENTARY SCHOOL,Teachers,Total,16.3,6,37,6015050,PERFECT,100
2017-18,ATKINSON COUNTY,ATKINSON COUNTY HIGH SCHOOL,ATKINSON COUNTY,ATKINSON COUNTY HIGH SCHOOL,Leaders,Not Applicable,2.1,1,48,6020103,PERFECT,100
2017-18,ATKINSON COUNTY,ATKINSON COUNTY HIGH SCHOOL,ATKINSON COUNTY,ATKINSON COUNTY HIGH SCHOOL,Teachers,Total,31.7,12.3,39,6020103,PERFECT,100
2017-18,ATKINSON COUNTY,ATKINSON COUNTY MIDDLE SCHOOL,ATKINSON COUNTY,ATKINSON COUNTY MIDDLE SCHOOL,Leaders,Not Applicable,2.2,0,0,6020111,PERFECT,100
2017-18,ATKINSON COUNTY,ATKINSON COUNTY MIDDLE SCHOOL,ATKINSON COUNTY,ATKINSON COUNTY MIDDLE SCHOOL,Teachers,Total,26,11.9,46,6020111,PERFECT,100
2017-18,ATKINSON COUNTY,PEARSON ELEMENTARY SCHOOL,ATKINSON COUNTY,PEARSON ELEMENTARY SCHOOL,Leaders,High Poverty,2.1,2.1,100,6020190,PERFECT,100
2017-18,ATKINSON COUNTY,PEARSON ELEMENTARY SCHOOL,ATKINSON COUNTY,PEARSON ELEMENTARY SCHOOL,Teachers,High Poverty,47.3,8,17,6020190,PERFECT,100
2017-18,ATKINSON COUNTY,PEARSON ELEMENTARY SCHOOL,ATKINSON COUNTY,PEARSON ELEMENTARY SCHOOL,Teachers,Total,47.3,8,17,6020190,PERFECT,100
2017-18,ATKINSON COUNTY,WILLACOOCHEE ELEMENTARY SCHOOL,ATKINSON COUNTY,WILLACOOCHEE ELEMENTARY SCHOOL,Leaders,High Poverty,1.1,0,0,6020187,PERFECT,100
2017-18,ATKINSON COUNTY,WILLACOOCHEE ELEMENTARY SCHOOL,ATKINSON COUNTY,WILLACOOCHEE ELEMENTARY SCHOOL,Teachers,High Poverty,15.5,1.2,8,6020187,PERFECT,100
2017-18,ATKINSON COUNTY,WILLACOOCHEE ELEMENTARY SCHOOL,ATKINSON COUNTY,WILLACOOCHEE ELEMENTARY SCHOOL,Teachers,Total,15.5,1.2,8,6020187,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,APS-FORREST HILLS ACADEMY,ATLANTA PUBLIC SCHOOLS,APS-FORREST HILLS ACADEMY,Leaders,High Poverty,4,2,50,7610403,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,APS-FORREST HILLS ACADEMY,ATLANTA PUBLIC SCHOOLS,APS-FORREST HILLS ACADEMY,Teachers,High Poverty,49.2,36.2,74,7610403,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,APS-FORREST HILLS ACADEMY,ATLANTA PUBLIC SCHOOLS,APS-FORREST HILLS ACADEMY,Teachers,Total,49.2,36.2,74,7610403,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA CLASSICAL ACADEMY,ATLANTA PUBLIC SCHOOLS,ATLANTA CLASSICAL ACADEMY,Leaders,Low Poverty,3,2,67,7610415,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA CLASSICAL ACADEMY,ATLANTA PUBLIC SCHOOLS,ATLANTA CLASSICAL ACADEMY,Teachers,Low Poverty,52,37,71,7610415,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA CLASSICAL ACADEMY,ATLANTA PUBLIC SCHOOLS,ATLANTA CLASSICAL ACADEMY,Teachers,Total,52,37,71,7610415,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Leaders,Low Poverty,2,0,0,7610505,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Teachers,Low Poverty,35.1,16.1,46,7610505,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Teachers,Total,35.1,16.1,46,7610505,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Leaders,Low Poverty,2,1,50,7610206,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Teachers,Low Poverty,28,17,61,7610206,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,ATLANTA PUBLIC SCHOOLS,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Teachers,Total,28,17,61,7610206,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,Leaders,High Poverty,4,1,25,7611411,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,Teachers,High Poverty,58.5,32.5,56,7611411,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,ATLANTA PUBLIC SCHOOLS,B.E.S.T ACADEMY,Teachers,Total,58.5,32.5,56,7611411,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,Leaders,High Poverty,2,0,0,7615066,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,Teachers,High Poverty,26,16.5,63,7615066,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,ATLANTA PUBLIC SCHOOLS,BARACK AND MICHELLE OBAMA ACADEMY,Teachers,Total,26,16.5,63,7615066,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,Leaders,High Poverty,2,0,0,7610604,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,Teachers,High Poverty,36.7,16.5,45,7610604,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,Teachers,Total,36.7,16.5,45,7610604,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,Leaders,High Poverty,2,0.5,25,7613051,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,Teachers,High Poverty,33.5,10.6,32,7613051,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BEECHER HILLS ELEMENTARY SCHOOL,Teachers,Total,33.5,10.6,32,7613051,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,Leaders,High Poverty,2,0,0,7615051,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,Teachers,High Poverty,27.6,18.1,66,7615051,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BENTEEN ELEMENTARY SCHOOL,Teachers,Total,27.6,18.1,66,7615051,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BOLTON ACADEMY,ATLANTA PUBLIC SCHOOLS,BOLTON ACADEMY,Leaders,Not Applicable,2,1,50,7610303,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BOLTON ACADEMY,ATLANTA PUBLIC SCHOOLS,BOLTON ACADEMY,Teachers,Total,50,26,52,7610303,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,Leaders,High Poverty,5,0,0,7610315,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,Teachers,High Poverty,83.8,53,63,7610315,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,BOOKER T. WASHINGTON HIGH SCHOOL,Teachers,Total,83.8,53,63,7610315,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,Leaders,High Poverty,2,2,100,7611053,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,Teachers,High Poverty,39.2,24.2,62,7611053,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BOYD ELEMENTARY SCHOOL,Teachers,Total,39.2,24.2,62,7611053,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,Leaders,Low Poverty,3,1,33,7612053,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,Teachers,Low Poverty,67,21,31,7612053,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BRANDON ELEMENTARY SCHOOL,Teachers,Total,67,21,31,7612053,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,Leaders,High Poverty,4,0,0,7610100,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,Teachers,High Poverty,44.1,29.2,66,7610100,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BROWN MIDDLE SCHOOL,Teachers,Total,44.1,29.2,66,7610100,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,Leaders,High Poverty,4,0,0,7610180,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,Teachers,High Poverty,54.1,28.1,52,7610180,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,BUNCHE MIDDLE SCHOOL,Teachers,Total,54.1,28.1,52,7610180,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,Leaders,High Poverty,2,1,50,7610305,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,Teachers,High Poverty,45.8,17.2,37,7610305,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,BURGESS-PETERSON ELEMENTARY SCHOOL,Teachers,Total,45.8,17.2,37,7610305,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,Leaders,High Poverty,4,3,75,7611413,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,Teachers,High Poverty,72.7,52,71,7611413,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CARVER HIGH SCHOOL,Teachers,Total,72.7,52,71,7611413,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,Leaders,High Poverty,2,1,50,7610196,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,Teachers,High Poverty,37.7,14.5,38,7610196,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CASCADE ELEMENTARY SCHOOL,Teachers,Total,37.7,14.5,38,7610196,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,Leaders,High Poverty,5,3,60,7610199,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,Teachers,High Poverty,71,42,59,7610199,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,ATLANTA PUBLIC SCHOOLS,CENTENNIAL ACADEMY,Teachers,Total,71,42,59,7610199,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CHARLES DREW CHARTER SCHOOL JA/SA,ATLANTA PUBLIC SCHOOLS,CHARLES DREW CHARTER SCHOOL JA/SA,Leaders,Not Applicable,4,1,25,7610515,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CHARLES DREW CHARTER SCHOOL JA/SA,ATLANTA PUBLIC SCHOOLS,CHARLES DREW CHARTER SCHOOL JA/SA,Teachers,Total,88.5,64,72,7610515,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,Leaders,Low Poverty,3,2,67,7610201,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,Teachers,Low Poverty,82,34,41,7610201,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,ATLANTA PUBLIC SCHOOLS,CHARLES R. DREW CHARTER SCHOOL,Teachers,Total,82,34,41,7610201,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,Leaders,High Poverty,2,1,50,7614056,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,Teachers,High Poverty,32.8,10.6,32,7614056,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CLEVELAND ELEMENTARY SCHOOL,Teachers,Total,32.8,10.6,32,7614056,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,Leaders,High Poverty,2,2,100,7613057,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,Teachers,High Poverty,36.4,17.2,47,7613057,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,CONTINENTAL COLONY ELEMENTARY SCHOOL,Teachers,Total,36.4,17.2,47,7613057,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,Leaders,High Poverty,4,1,25,7611410,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,Teachers,High Poverty,65.9,38.5,58,7611410,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,ATLANTA PUBLIC SCHOOLS,CORRETTA SCOTT KING WOMENS' LEADERSHIP ACADEMY,Teachers,Total,65.9,38.5,58,7611410,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,Leaders,High Poverty,3,0,0,7612664,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,Teachers,High Poverty,36.8,24,65,7612664,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,CRIM HIGH SCHOOL,Teachers,Total,36.8,24,65,7612664,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,Leaders,High Poverty,3,2,67,7610304,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,Teachers,High Poverty,55.5,31.5,57,7610304,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,ATLANTA PUBLIC SCHOOLS,DEERWOOD ACADEMY SCHOOL,Teachers,Total,55.5,31.5,57,7610304,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,Leaders,High Poverty,2,0,0,7610104,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,Teachers,High Poverty,35.2,7,20,7610104,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DOBBS ELEMENTARY SCHOOL,Teachers,Total,35.2,7,20,7610104,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,Leaders,High Poverty,4.5,2,44,7614058,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,Teachers,High Poverty,83.8,52,62,7614058,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,DOUGLASS HIGH SCHOOL,Teachers,Total,83.8,52,62,7614058,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,Leaders,High Poverty,2,1,50,7615558,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,Teachers,High Poverty,30.5,15.1,50,7615558,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,DUNBAR ELEMENTARY SCHOOL,Teachers,Total,30.5,15.1,50,7615558,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,Leaders,High Poverty,2.9,1,34,7610106,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,Teachers,High Poverty,45.4,26.9,59,7610106,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,ATLANTA PUBLIC SCHOOLS,EARLY COLLEGE HIGH SCHOOL AT CARVER,Teachers,Total,45.4,26.9,59,7610106,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,Leaders,High Poverty,2,0,0,7615566,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,Teachers,High Poverty,26.5,14.5,55,7615566,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,F. L. STANTON ELEMENTARY SCHOOL,Teachers,Total,26.5,14.5,55,7615566,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,Leaders,High Poverty,2,1,50,7613059,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,Teachers,High Poverty,35.8,25.5,71,7613059,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FAIN ELEMENTARY SCHOOL,Teachers,Total,35.8,25.5,71,7613059,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,Leaders,High Poverty,2,0,0,7613559,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,Teachers,High Poverty,43.1,16.3,38,7613559,PERFECT,100
2017-18,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FICKETT ELEMENTARY SCHOOL,Teachers,Total,43.1,16.3,38,7613559,PERFECT,100
