LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,OUTOFFIELD_FTE,OUTOFFIELD_FTE_PCT,SCHOOL_ID,MATCHING_NAME,CONFIDENCE
2017-18,Cartersville City,Cartersville City- All Schools,Teachers,Total,269.5,11.6,4,7670177,Cartersville Primary School,74
2017-18,Cartersville City,Cartersville Elementary School,Teachers,Total,58.0,0.7,1,7670191,Cartersville Elementary School,100
2017-18,Cartersville City,Cartersville High School,Teachers,Low Poverty,74.9,6.2,8,7672050,Cartersville High School,100
2017-18,Cartersville City,Cartersville High School,Teachers,Total,74.9,6.2,8,7672050,Cartersville High School,100
2017-18,Cartersville City,Cartersville Middle School,Teachers,Total,59.2,4.5,8,7670277,Cartersville Middle School,100
2017-18,Cartersville City,Cartersville Primary School,Teachers,Total,77.0,0.1,0,7670177,Cartersville Primary School,100
2017-18,Catoosa County,Battlefield Elementary School,Teachers,Total,32.0,3.9,12,6230103,Battlefield Elementary School,100
2017-18,Catoosa County,Battlefield Primary,Teachers,Total,40.1,2.2,5,6230102,Battlefield Primary,100
2017-18,Catoosa County,Boynton Elementary School,Teachers,Low Poverty,39.5,3.2,8,6231050,Boynton Elementary School,100
2017-18,Catoosa County,Boynton Elementary School,Teachers,Total,39.5,3.2,8,6231050,Boynton Elementary School,100
2017-18,Catoosa County,Catoosa County- All Schools,Teachers,Low Poverty,285.0,47.1,17,7380192,Toombs County High School,76
2017-18,Catoosa County,Catoosa County- All Schools,Teachers,Total,768.1,96.7,13,7380192,Toombs County High School,76
2017-18,Catoosa County,Cloud Springs Elementary School,Teachers,Total,31.9,2.0,6,6233050,Cloud Springs Elementary School,100
2017-18,Catoosa County,Graysville Elementary School,Teachers,Total,34.5,1.6,5,6235050,Graysville Elementary School,100
2017-18,Catoosa County,Heritage High School,Teachers,Low Poverty,112.8,23.6,21,6230109,Heritage High School,100
2017-18,Catoosa County,Heritage High School,Teachers,Total,112.8,23.6,21,6230109,Heritage High School,100
2017-18,Catoosa County,Heritage Middle School,Teachers,Low Poverty,70.5,5.8,8,6230205,Heritage Middle School,100
2017-18,Catoosa County,Heritage Middle School,Teachers,Total,70.5,5.8,8,6230205,Heritage Middle School,100
2017-18,Catoosa County,Lakeview Middle School,Teachers,Total,58.0,5.7,10,6232552,Lakeview Middle School,100
2017-18,Catoosa County,Lakeview-Fort Oglethorpe High School,Teachers,Total,84.9,13.9,16,6231052,Lakeview-Fort Oglethorpe High School,100
2017-18,Catoosa County,Ringgold Elementary School,Teachers,Total,33.0,5.0,15,6233052,Ringgold Elementary School,100
2017-18,Catoosa County,Ringgold High School,Teachers,Low Poverty,85.4,18.3,21,6234052,Ringgold High School,100
2017-18,Catoosa County,Ringgold High School,Teachers,Total,85.4,18.3,21,6234052,Ringgold High School,100
2017-18,Catoosa County,Ringgold Middle School,Teachers,Total,62.6,8.6,14,6235052,Ringgold Middle School,100
2017-18,Catoosa County,Ringgold Primary School,Teachers,Total,43.0,6.0,14,6230100,Ringgold Primary School,100
2017-18,Catoosa County,Tiger Creek Elementary School,Teachers,Total,36.1,1.1,3,6230185,Tiger Creek Elementary School,100
2017-18,Catoosa County,West Side Elementary School,Teachers,Total,33.5,4.5,14,6231054,West Side Elementary School,100
2017-18,Catoosa County,Woodstation Elementary School,Teachers,Total,35.5,3.8,11,6230105,Woodstation Elementary School,100
2017-18,Charlton County,Bethune Middle School,Teachers,Total,38.7,4.3,11,6240112,Bethune Middle School,100
2017-18,Charlton County,Charlton County High School,Teachers,Total,26.0,1.1,4,6240287,Charlton County High School,100
2017-18,Charlton County,Charlton County- All Schools,Teachers,Total,114.9,5.4,5,6240287,Charlton County High School,85
2017-18,Charlton County,Folkston Elementary School,Teachers,Total,36.0,0.0,0,6240199,Folkston Elementary School,100
2017-18,Charlton County,St. George Elementary School,Teachers,Total,14.2,0.0,0,6244050,St. George Elementary School,100
2017-18,Chatham County,Andrea B Williams Elementary School,Teachers,Total,53.0,2.5,5,6110383,Williams Elementary School,100
2017-18,Chatham County,Beach High School,Teachers,Total,123.0,22.7,18,6252052,Beach High School,100
2017-18,Chatham County,Bloomingdale Elementary School,Teachers,Total,34.8,2.9,8,6254052,Bloomingdale Elementary School,100
2017-18,Chatham County,Butler Elementary School,Teachers,Total,66.0,5.0,8,6255052,Butler Elementary School,100
2017-18,Chatham County,Chatham County- All Schools,Teachers,High Poverty,61.0,2.8,5,6730191,Hart County Middle School,76
2017-18,Chatham County,Chatham County- All Schools,Teachers,Low Poverty,1079.8,109.6,10,6730191,Hart County Middle School,76
2017-18,Chatham County,Chatham County- All Schools,Teachers,Total,2991.5,309.1,10,6730191,Hart County Middle School,76
2017-18,Chatham County,Coastal Empire Montessori Charter School,Teachers,Total,15.0,1.0,7,6250109,Coastal Empire Montessori Charter School,100
2017-18,Chatham County,Coastal Middle School,Teachers,Low Poverty,71.2,12.1,17,6250311,Coastal Middle School,100
2017-18,Chatham County,Coastal Middle School,Teachers,Total,71.2,12.1,17,6250311,Coastal Middle School,100
2017-18,Chatham County,DeRenne Middle School,Teachers,Total,84.3,15.5,18,6250201,DeRenne Middle School,100
2017-18,Chatham County,East Broad Street School,Teachers,Total,75.7,7.0,9,6250191,East Broad Street School,100
2017-18,Chatham County,Ellis Elementary School,Teachers,Low Poverty,46.2,1.2,2,6254054,Ellis Elementary School,100
2017-18,Chatham County,Ellis Elementary School,Teachers,Total,46.2,1.2,2,6254054,Ellis Elementary School,100
2017-18,Chatham County,Esther F. Garrison School for the Arts,Teachers,Low Poverty,78.2,8.8,11,6250192,Esther F. Garrison School for the Arts,100
2017-18,Chatham County,Esther F. Garrison School for the Arts,Teachers,Total,78.2,8.8,11,6250192,Esther F. Garrison School for the Arts,100
2017-18,Chatham County,Gadsden Elementary School,Teachers,High Poverty,60.2,3.2,5,6251056,Gadsden Elementary School,100
2017-18,Chatham County,Gadsden Elementary School,Teachers,Total,60.2,3.2,5,6251056,Gadsden Elementary School,100
2017-18,Chatham County,Garden City Elementary School,Teachers,Total,67.0,3.5,5,6250197,Garden City Elementary School,100
2017-18,Chatham County,Georgetown School,Teachers,Total,85.5,10.1,12,6250194,Georgetown School,100
2017-18,Chatham County,Godley Station School,Teachers,Low Poverty,125.2,21.6,17,6250211,Godley Station School,100
2017-18,Chatham County,Godley Station School,Teachers,Total,125.2,21.6,17,6250211,Godley Station School,100
2017-18,Chatham County,Gould Elementary School,Teachers,Total,87.0,7.1,8,6252056,Gould Elementary School,100
2017-18,Chatham County,Groves High School,Teachers,Total,78.3,11.1,14,6253056,Groves High School,100
2017-18,Chatham County,Haven Elementary School,Teachers,Total,45.0,6.7,15,6254056,Haven Elementary School,100
2017-18,Chatham County,Heard Elementary School,Teachers,Total,65.5,1.0,1,6113060,Heard Elementary School,100
2017-18,Chatham County,Hesse School,Teachers,Low Poverty,113.5,16.1,14,6254058,Hesse School,100
2017-18,Chatham County,Hesse School,Teachers,Total,113.5,16.1,14,6254058,Hesse School,100
2017-18,Chatham County,Hodge Elementary School,Teachers,Total,53.0,3.4,6,6255058,Hodge Elementary School,100
2017-18,Chatham County,Howard Elementary School,Teachers,Low Poverty,54.2,3.3,6,6251060,Howard Elementary School,100
2017-18,Chatham County,Howard Elementary School,Teachers,Total,54.2,3.3,6,6251060,Howard Elementary School,100
2017-18,Chatham County,Hubert Middle School,Teachers,Total,103.3,24.7,24,6252060,Hubert Middle School,100
2017-18,Chatham County,Islands High School,Teachers,Low Poverty,104.5,17.5,17,6250411,Islands High School,100
2017-18,Chatham County,Islands High School,Teachers,Total,104.5,17.5,17,6250411,Islands High School,100
2017-18,Chatham County,Isle of Hope School,Teachers,Total,93.0,10.4,11,6253060,Isle of Hope School,100
2017-18,Chatham County,Jacob G. Smith Elementary School,Teachers,Low Poverty,47.2,0.3,1,6255066,Jacob G. Smith Elementary School,100
2017-18,Chatham County,Jacob G. Smith Elementary School,Teachers,Total,47.2,0.3,1,6255066,Jacob G. Smith Elementary School,100
2017-18,Chatham County,Jenkins High School,Teachers,Total,145.8,15.2,10,6255060,Jenkins High School,100
2017-18,Chatham County,Johnson High School,Teachers,Total,121.6,28.2,23,6250101,Johnson High School,100
2017-18,Chatham County,Largo-Tibet Elementary School,Teachers,Total,95.6,5.4,6,6252062,Largo-Tibet Elementary School,100
2017-18,Chatham County,Marshpoint Elementary School,Teachers,Low Poverty,89.2,2.2,2,6250298,Marshpoint Elementary School,100
2017-18,Chatham County,Marshpoint Elementary School,Teachers,Total,89.2,2.2,2,6250298,Marshpoint Elementary School,100
2017-18,Chatham County,Mercer Middle School,Teachers,Total,103.7,17.1,17,6255062,Mercer Middle School,100
2017-18,Chatham County,Myers Middle School,Teachers,Total,115.2,28.5,25,6250301,Myers Middle School ,100
2017-18,Chatham County,New Hampstead High School,Teachers,Low Poverty,142.4,19.3,14,6250117,New Hampstead High School,100
2017-18,Chatham County,New Hampstead High School,Teachers,Total,142.4,19.3,14,6250117,New Hampstead High School,100
2017-18,Chatham County,Oglethorpe Charter School,Teachers,Total,46.1,3.3,7,6250118,Oglethorpe Charter School,100
2017-18,Chatham County,Otis J Brock III Elementary School,Teachers,Total,69.0,7.8,11,6251052,Otis J Brock III Elementary School,100
2017-18,Chatham County,Pooler Elementary School,Teachers,Total,62.0,4.2,7,6253064,Pooler Elementary School,100
2017-18,Chatham County,Port Wentworth Elementary School,Teachers,Total,55.0,2.1,4,6254068,Port Wentworth Elementary School,100
2017-18,Chatham County,Pulaski Elementary SChool,Teachers,Total,94.5,3.9,4,6250116,Pulaski Elementary SChool,100
2017-18,Chatham County,Rice Creek School,Teachers,Total,119.5,19.0,16,6250512,Rice Creek School,100
2017-18,Chatham County,Savannah Arts Academy,Teachers,Low Poverty,144.5,9.4,6,6250499,Savannah Arts Academy,100
2017-18,Chatham County,Savannah Arts Academy,Teachers,Total,144.5,9.4,6,6250499,Savannah Arts Academy,100
2017-18,Chatham County,Savannah Classical Academy Charter High School,Teachers,Total,10.9,4.9,45,6250516,Savannah Classical Academy Charter High School,100
2017-18,Chatham County,Savannah Classical Academy Charter School,Teachers,Total,38.8,10.0,26,6250128,Savannah Classical Academy Charter School,100
2017-18,Chatham County,Savannah Early College High School,Teachers,Total,15.5,2.4,15,6250513,Savannah Early College High School,100
2017-18,Chatham County,School of Humanities at Juliette Gordon Low,Teachers,Total,98.0,12.9,13,6250514,School of Humanities at Juliette Gordon Low,100
2017-18,Chatham County,Shuman Elementary School,Teachers,Total,100.3,9.2,9,6250511,Shuman Elementary School,100
2017-18,Chatham County,Southwest Elementary School,Teachers,Total,89.0,5.8,6,6250300,Southwest Elementary School,100
2017-18,Chatham County,Southwest Middle School,Teachers,Total,122.3,23.0,19,6250299,Southwest Middle School,100
2017-18,Chatham County,Susie King Taylor Community School,Teachers,Total,11.5,2.3,20,6250515,Susie King Taylor Community School,100
2017-18,Chatham County,The STEM Academy at Bartlett,Teachers,Low Poverty,53.3,6.6,12,6250124,The STEM Academy at Bartlett,100
2017-18,Chatham County,The STEM Academy at Bartlett,Teachers,Total,53.3,6.6,12,6250124,The STEM Academy at Bartlett,100
2017-18,Chatham County,The School of Liberal Studies at Savannah High,Teachers,Total,93.5,18.6,20,6250210,The School of Liberal Studies at Savannah High,100
2017-18,Chatham County,Tybee Island Maritime Academy School,Teachers,Low Poverty,21.0,1.6,8,6250125,Tybee Island Maritime Academy School,100
2017-18,Chatham County,Tybee Island Maritime Academy School,Teachers,Total,21.0,1.6,8,6250125,Tybee Island Maritime Academy School,100
2017-18,Chatham County,West Chatham Elementary School,Teachers,Low Poverty,76.8,8.2,11,6250200,West Chatham Elementary School,100
2017-18,Chatham County,West Chatham Elementary School,Teachers,Total,76.8,8.2,11,6250200,West Chatham Elementary School,100
2017-18,Chatham County,West Chatham Middle School,Teachers,Total,106.9,20.9,20,6250199,West Chatham Middle School,100
2017-18,Chatham County,White Bluff Elementary School,Teachers,Total,86.0,2.2,3,6251070,White Bluff Elementary School,100
2017-18,Chatham County,Windsor Forest Elementary School,Teachers,Total,62.0,4.2,7,6254070,Windsor Forest Elementary School,100
2017-18,Chatham County,Windsor Forest High School,Teachers,Total,145.5,20.2,14,6255070,Windsor Forest High School,100
2017-18,Chatham County,Woodville-Tompkins Technical and Career High School,Teachers,Low Poverty,44.0,3.4,8,6250115,Woodville-Tompkins Technical and Career High School,100
2017-18,Chatham County,Woodville-Tompkins Technical and Career High School,Teachers,Total,44.0,3.4,8,6250115,Woodville-Tompkins Technical and Career High School,100
2017-18,Chattahoochee County,Chattahoochee County Education Center,Teachers,High Poverty,21.0,2.2,11,6260101,Chattahoochee County Education Center,100
2017-18,Chattahoochee County,Chattahoochee County Education Center,Teachers,Total,21.0,2.2,11,6260101,Chattahoochee County Education Center,100
2017-18,Chattahoochee County,Chattahoochee County High School,Teachers,Total,35.1,9.3,26,6260206,Chattahoochee County High School,100
2017-18,Chattahoochee County,Chattahoochee County Middle School,Teachers,Total,12.9,6.3,49,6260106,Chattahoochee County Middle School,100
2017-18,Chattahoochee County,Chattahoochee County- All Schools,Teachers,High Poverty,21.0,2.2,11,6260206,Chattahoochee County High School,88
2017-18,Chattahoochee County,Chattahoochee County- All Schools,Teachers,Total,65.0,15.1,23,6260206,Chattahoochee County High School,88
2017-18,Chattooga County,Chattooga Academy,Teachers,Total,69.0,4.3,6,6270111,Chattooga Academy,100
2017-18,Chattooga County,Chattooga County- All Schools,Teachers,Total,197.3,12.1,6,6910205,Long County High School,74
2017-18,Chattooga County,Chattooga High School,Teachers,Total,52.7,5.8,11,6271050,Chattooga High School,100
2017-18,Chattooga County,Leroy Massey Elementary School,Teachers,Total,61.6,0.0,0,6270106,Leroy Massey Elementary School,100
2017-18,Chattooga County,Lyerly Elementary School,Teachers,Total,25.1,1.2,5,6272050,Lyerly Elementary School,100
2017-18,Chattooga County,Menlo Elementary School,Teachers,Total,25.6,1.2,4,6273050,Menlo Elementary School,100
2017-18,Chattooga County,Summerville Middle School,Teachers,Total,32.0,3.7,12,6272052,Summerville Middle School,100
2017-18,Cherokee County,Arnold Mill Elementary School,Teachers,Low Poverty,53.4,3.4,6,6280397,Arnold Mill Elementary School,100
2017-18,Cherokee County,Arnold Mill Elementary School,Teachers,Total,53.4,3.4,6,6280397,Arnold Mill Elementary School,100
2017-18,Cherokee County,Avery Elementary School,Teachers,Low Poverty,61.0,1.2,2,6280108,Avery Elementary School,100
2017-18,Cherokee County,Avery Elementary School,Teachers,Total,61.0,1.2,2,6280108,Avery Elementary School,100
2017-18,Cherokee County,Ball Ground Elementary School,Teachers,Low Poverty,33.5,1.8,5,6280213,Ball Ground Elementary School,100
2017-18,Cherokee County,Ball Ground Elementary School,Teachers,Total,33.5,1.8,5,6280213,Ball Ground Elementary School,100
2017-18,Cherokee County,Bascomb Elementary School,Teachers,Low Poverty,59.0,0.8,1,6280196,Bascomb Elementary School,100
2017-18,Cherokee County,Bascomb Elementary School,Teachers,Total,59.0,0.8,1,6280196,Bascomb Elementary School,100
2017-18,Cherokee County,Boston Elementary School,Teachers,Low Poverty,41.6,0.5,1,6280189,Boston Elementary School,100
2017-18,Cherokee County,Boston Elementary School,Teachers,Total,41.6,0.5,1,6280189,Boston Elementary School,100
2017-18,Cherokee County,Canton Elementary,Teachers,Total,67.5,1.8,3,6280409,Canton Elementary,100
2017-18,Cherokee County,Carmel Elementary School,Teachers,Low Poverty,72.0,3.8,5,6280101,Carmel Elementary School,100
2017-18,Cherokee County,Carmel Elementary School,Teachers,Total,72.0,3.8,5,6280101,Carmel Elementary School,100
2017-18,Cherokee County,Cherokee County- All Schools,Teachers,Low Poverty,2402.7,56.3,2,6880193,Lee County High School,77
2017-18,Cherokee County,Cherokee County- All Schools,Teachers,Total,2804.7,71.3,3,6880193,Lee County High School,77
2017-18,Cherokee County,Cherokee High School,Teachers,Low Poverty,295.0,14.4,5,6285050,Cherokee High School,100
2017-18,Cherokee County,Cherokee High School,Teachers,Total,295.0,14.4,5,6285050,Cherokee High School,100
2017-18,Cherokee County,Clark Creek Elementary School,Teachers,Total,75.4,2.3,3,6280313,Clark Creek Elementary School,100
2017-18,Cherokee County,Clayton Elementary School,Teachers,Low Poverty,19.2,0.3,2,6281052,Clayton Elementary School,100
2017-18,Cherokee County,Clayton Elementary School,Teachers,Total,19.2,0.3,2,6281052,Clayton Elementary School,100
2017-18,Cherokee County,Creekland Middle School,Teachers,Low Poverty,102.7,3.6,4,6280305,Creekland Middle School,100
2017-18,Cherokee County,Creekland Middle School,Teachers,Total,102.7,3.6,4,6280305,Creekland Middle School,100
2017-18,Cherokee County,Creekview High School,Teachers,Low Poverty,234.3,10.1,4,6280106,Creekview High School,100
2017-18,Cherokee County,Creekview High School,Teachers,Total,234.3,10.1,4,6280106,Creekview High School,100
2017-18,Cherokee County,Dean Rusk Middle School,Teachers,Low Poverty,103.7,2.0,2,6280187,Dean Rusk Middle School,100
2017-18,Cherokee County,Dean Rusk Middle School,Teachers,Total,103.7,2.0,2,6280187,Dean Rusk Middle School,100
2017-18,Cherokee County,E. T. Booth Middle School,Teachers,Low Poverty,116.6,3.2,3,6280181,E. T. Booth Middle School,100
2017-18,Cherokee County,E. T. Booth Middle School,Teachers,Total,116.6,3.2,3,6280181,E. T. Booth Middle School,100
2017-18,Cherokee County,Etowah High School,Teachers,Low Poverty,268.2,9.5,4,6280176,Etowah High School,100
2017-18,Cherokee County,Etowah High School,Teachers,Total,268.2,9.5,4,6280176,Etowah High School,100
2017-18,Cherokee County,Free Home Elementary School,Teachers,Low Poverty,22.9,0.1,1,6280505,Free Home Elementary School,100
2017-18,Cherokee County,Free Home Elementary School,Teachers,Total,22.9,0.1,1,6280505,Free Home Elementary School,100
2017-18,Cherokee County,Freedom Middle School,Teachers,Low Poverty,83.6,1.3,2,6280205,Freedom Middle School,100
2017-18,Cherokee County,Freedom Middle School,Teachers,Total,83.6,1.3,2,6280205,Freedom Middle School,100
2017-18,Cherokee County,Hickory Flat Elementary School,Teachers,Low Poverty,33.9,0.7,2,6283052,Hickory Flat Elementary School,100
2017-18,Cherokee County,Hickory Flat Elementary School,Teachers,Total,33.9,0.7,2,6283052,Hickory Flat Elementary School,100
2017-18,Cherokee County,Holly Springs Elementary School,Teachers,Low Poverty,55.0,3.5,6,6280199,Holly Springs Elementary School,100
2017-18,Cherokee County,Holly Springs Elementary School,Teachers,Total,55.0,3.5,6,6280199,Holly Springs Elementary School,100
2017-18,Cherokee County,Indian Knoll Elementary,Teachers,Low Poverty,59.0,0.4,1,6280116,Indian Knoll Elementary,100
2017-18,Cherokee County,Indian Knoll Elementary,Teachers,Total,59.0,0.4,1,6280116,Indian Knoll Elementary,100
2017-18,Cherokee County,J. Knox Elementary,Teachers,Low Poverty,49.5,0.0,0,6280509,J. Knox Elementary,100
2017-18,Cherokee County,J. Knox Elementary,Teachers,Total,49.5,0.0,0,6280509,J. Knox Elementary,100
2017-18,Cherokee County,Johnston Elementary School,Teachers,Low Poverty,41.0,1.0,2,6280182,Johnston Elementary School,100
2017-18,Cherokee County,Johnston Elementary School,Teachers,Total,41.0,1.0,2,6280182,Johnston Elementary School,100
2017-18,Cherokee County,Liberty Elementary School,Teachers,Low Poverty,73.0,0.0,0,6280203,Liberty Elementary School,100
2017-18,Cherokee County,Liberty Elementary School,Teachers,Total,73.0,0.0,0,6280203,Liberty Elementary School,100
2017-18,Cherokee County,Little River Elem.,Teachers,Low Poverty,87.0,2.8,3,6280309,Little River Elem.,100
2017-18,Cherokee County,Little River Elem.,Teachers,Total,87.0,2.8,3,6280309,Little River Elem.,100
2017-18,Cherokee County,Macedonia Elementary School,Teachers,Low Poverty,47.0,0.0,0,6285052,Macedonia Elementary School,100
2017-18,Cherokee County,Macedonia Elementary School,Teachers,Total,47.0,0.0,0,6285052,Macedonia Elementary School,100
2017-18,Cherokee County,Mill Creek Middle School,Teachers,Low Poverty,98.8,2.2,2,6280113,Mill Creek Middle School,100
2017-18,Cherokee County,Mill Creek Middle School,Teachers,Total,98.8,2.2,2,6280113,Mill Creek Middle School,100
2017-18,Cherokee County,Mountain Road Elementary School,Teachers,Low Poverty,33.6,2.4,7,6280190,Mountain Road Elementary School,100
2017-18,Cherokee County,Mountain Road Elementary School,Teachers,Total,33.6,2.4,7,6280190,Mountain Road Elementary School,100
2017-18,Cherokee County,Oak Grove Elementary School,Teachers,Total,40.3,0.5,1,6282054,Oak Grove Elementary School,100
2017-18,Cherokee County,R. M. Moore Elementary School,Teachers,Total,30.4,1.9,6,6280198,R. M. Moore Elementary School,100
2017-18,Cherokee County,River Ridge High School,Teachers,Low Poverty,196.0,5.4,3,6280115,River Ridge High School,100
2017-18,Cherokee County,River Ridge High School,Teachers,Total,196.0,5.4,3,6280115,River Ridge High School,100
2017-18,Cherokee County,Sequoyah High School,Teachers,Low Poverty,252.1,9.6,4,6280191,Sequoyah High School,100
2017-18,Cherokee County,Sequoyah High School,Teachers,Total,252.1,9.6,4,6280191,Sequoyah High School,100
2017-18,Cherokee County,Sixes Elementary School,Teachers,Low Poverty,47.3,0.0,0,6280193,Sixes Elementary School,100
2017-18,Cherokee County,Sixes Elementary School,Teachers,Total,47.3,0.0,0,6280193,Sixes Elementary School,100
2017-18,Cherokee County,Teasley Middle School,Teachers,Total,121.5,7.7,6,6280287,Teasley Middle School,100
2017-18,Cherokee County,"William G. Hasty, Sr. Elementary School",Teachers,Total,82.3,4.2,5,6280105,"William G. Hasty, Sr. Elementary School",100
2017-18,Cherokee County,Woodstock Elementary School,Teachers,Low Poverty,70.0,0.0,0,6280104,Woodstock Elementary School,100
2017-18,Cherokee County,Woodstock Elementary School,Teachers,Total,70.0,0.0,0,6280104,Woodstock Elementary School,100
2017-18,Cherokee County,Woodstock High School,Teachers,Low Poverty,224.8,12.3,5,6280197,Woodstock High School,100
2017-18,Cherokee County,Woodstock High School,Teachers,Total,224.8,12.3,5,6280197,Woodstock High School,100
2017-18,Cherokee County,Woodstock Middle School,Teachers,Low Poverty,92.0,4.2,5,6280297,Woodstock Middle School,100
2017-18,Cherokee County,Woodstock Middle School,Teachers,Total,92.0,4.2,5,6280297,Woodstock Middle School,100
2017-18,Chickamauga City,Chickamauga City- All Schools,Teachers,Low Poverty,83.5,0.5,1,7691050,Chickamauga Elementary School,72
2017-18,Chickamauga City,Chickamauga City- All Schools,Teachers,Total,83.5,0.5,1,7691050,Chickamauga Elementary School,72
2017-18,Chickamauga City,Chickamauga Elementary School,Teachers,Low Poverty,33.5,0.0,0,7691050,Chickamauga Elementary School,100
2017-18,Chickamauga City,Chickamauga Elementary School,Teachers,Total,33.5,0.0,0,7691050,Chickamauga Elementary School,100
2017-18,Chickamauga City,Gordon Lee High School,Teachers,Low Poverty,30.0,0.2,1,7690211,Gordon Lee High School,100
2017-18,Chickamauga City,Gordon Lee High School,Teachers,Total,30.0,0.2,1,7690211,Gordon Lee High School,100
2017-18,Chickamauga City,Gordon Lee Middle School,Teachers,Low Poverty,20.0,0.3,1,6380106,Lee Middle School,100
2017-18,Chickamauga City,Gordon Lee Middle School,Teachers,Total,20.0,0.3,1,6380106,Lee Middle School,100
2017-18,Clarke County,Alps Road Elementary School,Teachers,Total,38.0,3.3,9,6290105,Alps Road Elementary School,100
2017-18,Clarke County,Barnett Shoals Elementary School,Teachers,Total,52.0,2.4,5,6292056,Barnett Shoals Elementary School,100
2017-18,Clarke County,Barrow Elementary School,Teachers,Total,63.0,6.9,11,6293056,Barrow Elementary School,100
2017-18,Clarke County,Burney-Harris-Lyons Middle School,Teachers,Total,54.0,9.3,17,6290296,Burney-Harris-Lyons Middle School,100
2017-18,Clarke County,Cedar Shoals High School,Teachers,Total,125.0,22.8,18,6290102,Cedar Shoals High School,100
2017-18,Clarke County,Chase Street Elementary School,Teachers,Total,51.5,1.1,2,6295056,Chase Street Elementary School,100
2017-18,Clarke County,Clarke Central High School,Teachers,Total,140.5,24.3,17,6110186,Central High School,100
2017-18,Clarke County,Clarke County- All Schools,Teachers,Total,1101.4,108.4,10,6040105,Baker County K12 School,78
2017-18,Clarke County,Clarke Middle School,Teachers,Total,65.5,11.5,18,6291058,Clarke Middle School,100
2017-18,Clarke County,Classic City High School,Teachers,Total,12.5,4.6,37,6290104,Classic City High School,100
2017-18,Clarke County,Cleveland Road Elementary School,Teachers,Total,33.5,4.3,13,6290191,Cleveland Road Elementary School,100
2017-18,Clarke County,Coile Middle School,Teachers,Total,55.0,6.6,12,6290196,Coile Middle School,100
2017-18,Clarke County,Fowler Drive Elementary School,Teachers,Total,45.5,3.6,8,6293058,Fowler Drive Elementary School,100
2017-18,Clarke County,Gaines Elementary School,Teachers,Total,56.0,3.1,6,6290205,Gaines Elementary School,100
2017-18,Clarke County,Hilsman Middle School,Teachers,Total,68.0,10.5,15,6295058,Hilsman Middle School,100
2017-18,Clarke County,Howard B. Stroud Elementary School,Teachers,Total,50.0,3.6,7,6290291,Howard B. Stroud Elementary School,100
2017-18,Clarke County,Judia Jackson Harris Elementary,Teachers,Total,55.0,2.3,4,6290112,Judia Jackson Harris Elementary,100
2017-18,Clarke County,Oglethorpe Avenue Elementary School,Teachers,Total,68.0,8.4,12,6294060,Oglethorpe Avenue Elementary School,100
2017-18,Clarke County,Timothy Elementary School,Teachers,Total,55.5,4.1,7,6290178,Timothy Elementary School,100
2017-18,Clarke County,Whit Davis Road Elementary School,Teachers,Total,57.0,1.3,2,6290391,Whit Davis Road Elementary School,100
2017-18,Clarke County,Whitehead Road Elementary School,Teachers,Total,60.0,0.4,1,6291062,Whitehead Road Elementary School,100
2017-18,Clarke County,Winterville Elementary School,Teachers,Total,46.0,4.4,10,6292062,Winterville Elementary School,100
2017-18,Clay County,Clay County Elementary,Teachers,High Poverty,14.6,2.5,17,6300204,Clay County Elementary,100
2017-18,Clay County,Clay County Elementary,Teachers,Total,14.6,2.5,17,6300204,Clay County Elementary,100
2017-18,Clay County,Clay County Middle School,Teachers,High Poverty,13.3,4.4,33,6300104,Clay County Middle School,100
2017-18,Clay County,Clay County Middle School,Teachers,Total,13.3,4.4,33,6300104,Clay County Middle School,100
2017-18,Clay County,Clay County- All Schools,Teachers,High Poverty,27.0,5.9,22,6300104,Clay County Middle School,79
2017-18,Clay County,Clay County- All Schools,Teachers,Total,27.0,5.9,22,6300104,Clay County Middle School,79
2017-18,Clayton County,Adamson Middle School,Teachers,High Poverty,66.5,8.4,13,6310177,Adamson Middle School,100
2017-18,Clayton County,Adamson Middle School,Teachers,Total,66.5,8.4,13,6310177,Adamson Middle School,100
2017-18,Clayton County,Anderson Elementary School,Teachers,High Poverty,64.5,11.1,17,6311050,Anderson Elementary School,100
2017-18,Clayton County,Anderson Elementary School,Teachers,Total,64.5,11.1,17,6311050,Anderson Elementary School,100
2017-18,Clayton County,Arnold Elementary School,Teachers,High Poverty,64.5,7.2,11,6311550,Arnold Elementary School,100
2017-18,Clayton County,Arnold Elementary School,Teachers,Total,64.5,7.2,11,6311550,Arnold Elementary School,100
2017-18,Clayton County,Babb Middle School,Teachers,High Poverty,103.0,8.6,8,6313050,Babb Middle School,100
2017-18,Clayton County,Babb Middle School,Teachers,Total,103.0,8.6,8,6313050,Babb Middle School,100
2017-18,Clayton County,Brown Elementary School,Teachers,High Poverty,89.5,11.1,12,6310175,Brown Elementary School,100
2017-18,Clayton County,Brown Elementary School,Teachers,Total,89.5,11.1,12,6310175,Brown Elementary School,100
2017-18,Clayton County,Callaway Elementary School,Teachers,High Poverty,96.0,13.8,14,6310103,Callaway Elementary School,100
2017-18,Clayton County,Callaway Elementary School,Teachers,Total,96.0,13.8,14,6310103,Callaway Elementary School,100
