LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_NM,INSTN_NAME,LABEL_LVL_3_DESC,LABEL_LVL_2_DESC,FTE,OUTOFFIELD_FTE,OUTOFFIELD_FTE_PCT,SCHOOL_ID,MATCHING_NAME,CONFIDENCE
2017-18,Appling County,Altamaha Elementary School,Teachers,Total,29.2,3.3,11,6011050,Altamaha Elementary School,100
2017-18,Appling County,Appling County Elementary School,Teachers,Total,43.9,2.5,6,6010177,Appling County Elementary School,100
2017-18,Appling County,Appling County High School,Teachers,Total,70.9,7.0,10,6010103,Appling County High School,100
2017-18,Appling County,Appling County Middle School,Teachers,Total,56.1,3.4,6,6010195,Appling County Middle School,100
2017-18,Appling County,Appling County Primary School,Teachers,Total,57.0,11.5,20,6010277,Appling County Primary School,100
2017-18,Appling County,Appling County- All Schools,Teachers,Total,273.1,27.1,10,6010103,Appling County High School,85
2017-18,Appling County,Fourth District Elementary School,Teachers,Total,16.3,0.2,1,6015050,Fourth District Elementary School,100
2017-18,Atkinson County,Atkinson County High School,Teachers,Total,31.7,6.0,19,6020103,Atkinson County High School,100
2017-18,Atkinson County,Atkinson County Middle School,Teachers,Total,26.0,5.2,20,6020111,Atkinson County Middle School,100
2017-18,Atkinson County,Atkinson County- All Schools,Teachers,High Poverty,65.0,4.0,6,6020103,Atkinson County High School,85
2017-18,Atkinson County,Atkinson County- All Schools,Teachers,Total,121.8,14.5,12,6020103,Atkinson County High School,85
2017-18,Atkinson County,Pearson Elementary School,Teachers,High Poverty,47.3,1.8,4,6020190,Pearson Elementary School,100
2017-18,Atkinson County,Pearson Elementary School,Teachers,Total,47.3,1.8,4,6020190,Pearson Elementary School,100
2017-18,Atkinson County,Willacoochee Elementary School,Teachers,High Poverty,15.5,2.2,14,6020187,Willacoochee Elementary School,100
2017-18,Atkinson County,Willacoochee Elementary School,Teachers,Total,15.5,2.2,14,6020187,Willacoochee Elementary School,100
2017-18,Atlanta Public Schools,APS-Forrest Hills Academy,Teachers,High Poverty,49.2,10.8,22,7610403,APS-Forrest Hills Academy,100
2017-18,Atlanta Public Schools,APS-Forrest Hills Academy,Teachers,Total,49.2,10.8,22,7610403,APS-Forrest Hills Academy,100
2017-18,Atlanta Public Schools,Atlanta Classical Academy,Teachers,Low Poverty,52.0,15.6,30,7610415,Atlanta Classical Academy,100
2017-18,Atlanta Public Schools,Atlanta Classical Academy,Teachers,Total,52.0,15.6,30,7610415,Atlanta Classical Academy,100
2017-18,Atlanta Public Schools,Atlanta Neighborhood Charter - Elementary,Teachers,Low Poverty,35.1,13.0,37,7610505,Atlanta Neighborhood Charter - Elementary,100
2017-18,Atlanta Public Schools,Atlanta Neighborhood Charter - Elementary,Teachers,Total,35.1,13.0,37,7610505,Atlanta Neighborhood Charter - Elementary,100
2017-18,Atlanta Public Schools,Atlanta Neighborhood Charter - Middle,Teachers,Low Poverty,28.0,10.7,38,7610206,Atlanta Neighborhood Charter - Middle,100
2017-18,Atlanta Public Schools,Atlanta Neighborhood Charter - Middle,Teachers,Total,28.0,10.7,38,7610206,Atlanta Neighborhood Charter - Middle,100
2017-18,Atlanta Public Schools,Atlanta Public Schools- All Schools,Teachers,High Poverty,2946.2,569.3,19,6570103,Coosa Middle School,68
2017-18,Atlanta Public Schools,Atlanta Public Schools- All Schools,Teachers,Low Poverty,1003.0,173.6,17,6570103,Coosa Middle School,68
2017-18,Atlanta Public Schools,Atlanta Public Schools- All Schools,Teachers,Total,4210.3,812.0,19,6570103,Coosa Middle School,68
2017-18,Atlanta Public Schools,B.E.S.T Academy,Teachers,High Poverty,58.5,7.2,12,7611411,B.E.S.T Academy,100
2017-18,Atlanta Public Schools,B.E.S.T Academy,Teachers,Total,58.5,7.2,12,7611411,B.E.S.T Academy,100
2017-18,Atlanta Public Schools,Barack and Michelle Obama Academy,Teachers,High Poverty,26.0,2.0,8,7615066,Barack and Michelle Obama Academy,100
2017-18,Atlanta Public Schools,Barack and Michelle Obama Academy,Teachers,Total,26.0,2.0,8,7615066,Barack and Michelle Obama Academy,100
2017-18,Atlanta Public Schools,Bazoline E. Usher/Collier Heights Elmentary School,Teachers,High Poverty,36.7,6.2,17,7610604,Bazoline E. Usher/Collier Heights Elmentary School,100
2017-18,Atlanta Public Schools,Bazoline E. Usher/Collier Heights Elmentary School,Teachers,Total,36.7,6.2,17,7610604,Bazoline E. Usher/Collier Heights Elmentary School,100
2017-18,Atlanta Public Schools,Beecher Hills Elementary School,Teachers,High Poverty,33.5,4.8,14,7613051,Beecher Hills Elementary School,100
2017-18,Atlanta Public Schools,Beecher Hills Elementary School,Teachers,Total,33.5,4.8,14,7613051,Beecher Hills Elementary School,100
2017-18,Atlanta Public Schools,Benteen Elementary School,Teachers,High Poverty,27.6,5.7,21,7615051,Benteen Elementary School,100
2017-18,Atlanta Public Schools,Benteen Elementary School,Teachers,Total,27.6,5.7,21,7615051,Benteen Elementary School,100
2017-18,Atlanta Public Schools,Bolton Academy,Teachers,Total,50.0,6.6,13,7610303,Bolton Academy,100
2017-18,Atlanta Public Schools,Booker T. Washington High School,Teachers,High Poverty,83.8,16.3,19,7610315,Booker T. Washington High School,100
2017-18,Atlanta Public Schools,Booker T. Washington High School,Teachers,Total,83.8,16.3,19,7610315,Booker T. Washington High School,100
2017-18,Atlanta Public Schools,Boyd Elementary School,Teachers,High Poverty,39.2,4.4,11,7611053,Boyd Elementary School,100
2017-18,Atlanta Public Schools,Boyd Elementary School,Teachers,Total,39.2,4.4,11,7611053,Boyd Elementary School,100
2017-18,Atlanta Public Schools,Brandon Elementary School,Teachers,Low Poverty,67.0,0.5,1,7612053,Brandon Elementary School,100
2017-18,Atlanta Public Schools,Brandon Elementary School,Teachers,Total,67.0,0.5,1,7612053,Brandon Elementary School,100
2017-18,Atlanta Public Schools,Brown Middle School,Teachers,High Poverty,44.1,7.7,18,7610100,Brown Middle School,100
2017-18,Atlanta Public Schools,Brown Middle School,Teachers,Total,44.1,7.7,18,7610100,Brown Middle School,100
2017-18,Atlanta Public Schools,Bunche Middle School,Teachers,High Poverty,54.1,18.0,33,7610180,Bunche Middle School,100
2017-18,Atlanta Public Schools,Bunche Middle School,Teachers,Total,54.1,18.0,33,7610180,Bunche Middle School,100
2017-18,Atlanta Public Schools,Burgess-Peterson Elementary School,Teachers,High Poverty,45.8,6.9,15,7610305,Burgess-Peterson Elementary School,100
2017-18,Atlanta Public Schools,Burgess-Peterson Elementary School,Teachers,Total,45.8,6.9,15,7610305,Burgess-Peterson Elementary School,100
2017-18,Atlanta Public Schools,Carver High School,Teachers,High Poverty,72.7,15.6,21,7065052,Carver High School,100
2017-18,Atlanta Public Schools,Carver High School,Teachers,Total,72.7,15.6,21,7065052,Carver High School,100
2017-18,Atlanta Public Schools,Cascade Elementary School,Teachers,High Poverty,37.7,3.4,9,7610196,Cascade Elementary School,100
2017-18,Atlanta Public Schools,Cascade Elementary School,Teachers,Total,37.7,3.4,9,7610196,Cascade Elementary School,100
2017-18,Atlanta Public Schools,Centennial Academy,Teachers,High Poverty,71.0,19.3,27,7610199,Centennial Academy,100
2017-18,Atlanta Public Schools,Centennial Academy,Teachers,Total,71.0,19.3,27,7610199,Centennial Academy,100
2017-18,Atlanta Public Schools,Charles Drew Charter School JA/SA,Teachers,Total,88.5,22.4,25,7610515,Charles Drew Charter School JA/SA,100
2017-18,Atlanta Public Schools,Charles R. Drew Charter School,Teachers,Low Poverty,82.0,11.9,15,7610201,Charles R. Drew Charter School,100
2017-18,Atlanta Public Schools,Charles R. Drew Charter School,Teachers,Total,82.0,11.9,15,7610201,Charles R. Drew Charter School,100
2017-18,Atlanta Public Schools,Cleveland Elementary School,Teachers,High Poverty,32.8,4.0,12,6560102,Cleveland Elementary School,100
2017-18,Atlanta Public Schools,Cleveland Elementary School,Teachers,Total,32.8,4.0,12,6560102,Cleveland Elementary School,100
2017-18,Atlanta Public Schools,Continental Colony Elementary School,Teachers,High Poverty,36.4,5.1,14,7613057,Continental Colony Elementary School,100
2017-18,Atlanta Public Schools,Continental Colony Elementary School,Teachers,Total,36.4,5.1,14,7613057,Continental Colony Elementary School,100
2017-18,Atlanta Public Schools,Corretta Scott King Womens' Leadership Academy,Teachers,High Poverty,65.9,13.7,21,7611410,Corretta Scott King Womens' Leadership Academy,100
2017-18,Atlanta Public Schools,Corretta Scott King Womens' Leadership Academy,Teachers,Total,65.9,13.7,21,7611410,Corretta Scott King Womens' Leadership Academy,100
2017-18,Atlanta Public Schools,Crim High School,Teachers,High Poverty,36.8,4.4,12,7612664,Crim High School,100
2017-18,Atlanta Public Schools,Crim High School,Teachers,Total,36.8,4.4,12,7612664,Crim High School,100
2017-18,Atlanta Public Schools,Deerwood Academy School,Teachers,High Poverty,55.5,8.3,15,7610304,Deerwood Academy School,100
2017-18,Atlanta Public Schools,Deerwood Academy School,Teachers,Total,55.5,8.3,15,7610304,Deerwood Academy School,100
2017-18,Atlanta Public Schools,Dobbs Elementary School,Teachers,High Poverty,35.2,3.4,10,7610104,Dobbs Elementary School ,100
2017-18,Atlanta Public Schools,Dobbs Elementary School,Teachers,Total,35.2,3.4,10,7610104,Dobbs Elementary School ,100
2017-18,Atlanta Public Schools,Douglass High School,Teachers,High Poverty,83.8,22.1,26,7614058,Douglass High School,100
2017-18,Atlanta Public Schools,Douglass High School,Teachers,Total,83.8,22.1,26,7614058,Douglass High School,100
2017-18,Atlanta Public Schools,Dunbar Elementary School,Teachers,High Poverty,30.5,3.6,12,7615558,Dunbar Elementary School,100
2017-18,Atlanta Public Schools,Dunbar Elementary School,Teachers,Total,30.5,3.6,12,7615558,Dunbar Elementary School,100
2017-18,Atlanta Public Schools,Early College High School at Carver,Teachers,High Poverty,45.4,10.1,22,7610106,Early College High School at Carver,100
2017-18,Atlanta Public Schools,Early College High School at Carver,Teachers,Total,45.4,10.1,22,7610106,Early College High School at Carver,100
2017-18,Atlanta Public Schools,F. L. Stanton Elementary School,Teachers,High Poverty,26.5,4.1,16,7615566,F. L. Stanton Elementary School,100
2017-18,Atlanta Public Schools,F. L. Stanton Elementary School,Teachers,Total,26.5,4.1,16,7615566,F. L. Stanton Elementary School,100
2017-18,Atlanta Public Schools,Fain Elementary School,Teachers,High Poverty,35.8,5.2,15,7613059,Fain Elementary School,100
2017-18,Atlanta Public Schools,Fain Elementary School,Teachers,Total,35.8,5.2,15,7613059,Fain Elementary School,100
2017-18,Atlanta Public Schools,Fickett Elementary School,Teachers,High Poverty,43.1,2.4,5,7613559,Fickett Elementary School,100
2017-18,Atlanta Public Schools,Fickett Elementary School,Teachers,Total,43.1,2.4,5,7613559,Fickett Elementary School,100
2017-18,Atlanta Public Schools,Finch Elementary,Teachers,High Poverty,42.4,4.7,11,7610105,Finch Elementary,100
2017-18,Atlanta Public Schools,Finch Elementary,Teachers,Total,42.4,4.7,11,7610105,Finch Elementary,100
2017-18,Atlanta Public Schools,Garden Hills Elementary School,Teachers,Total,43.5,4.0,9,7611560,Garden Hills Elementary School,100
2017-18,Atlanta Public Schools,Gideons Elementary School,Teachers,High Poverty,63.0,19.1,30,7612560,Gideons Elementary School,100
2017-18,Atlanta Public Schools,Gideons Elementary School,Teachers,Total,63.0,19.1,30,7612560,Gideons Elementary School,100
2017-18,Atlanta Public Schools,Grady High School,Teachers,Low Poverty,128.7,24.5,19,7614560,Grady High School,100
2017-18,Atlanta Public Schools,Grady High School,Teachers,Total,128.7,24.5,19,7614560,Grady High School,100
2017-18,Atlanta Public Schools,Harper-Archer Middle School,Teachers,High Poverty,40.6,7.3,18,7610504,Harper-Archer Middle School,100
2017-18,Atlanta Public Schools,Harper-Archer Middle School,Teachers,Total,40.6,7.3,18,7610504,Harper-Archer Middle School,100
2017-18,Atlanta Public Schools,Heritage Academy Elementary,Teachers,High Poverty,42.2,6.3,15,7610103,Heritage Academy Elementary,100
2017-18,Atlanta Public Schools,Heritage Academy Elementary,Teachers,Total,42.2,6.3,15,7610103,Heritage Academy Elementary,100
2017-18,Atlanta Public Schools,Hillside Conant School,Teachers,High Poverty,17.0,6.3,37,7610207,Hillside Conant School,100
2017-18,Atlanta Public Schools,Hillside Conant School,Teachers,Total,17.0,6.3,37,7610207,Hillside Conant School,100
2017-18,Atlanta Public Schools,Humphries Elementary School,Teachers,High Poverty,27.1,2.2,8,7615562,Humphries Elementary School,100
2017-18,Atlanta Public Schools,Humphries Elementary School,Teachers,Total,27.1,2.2,8,7615562,Humphries Elementary School,100
2017-18,Atlanta Public Schools,Hutchinson Elementary School,Teachers,High Poverty,41.0,4.9,12,7611063,Hutchinson Elementary School,100
2017-18,Atlanta Public Schools,Hutchinson Elementary School,Teachers,Total,41.0,4.9,12,7611063,Hutchinson Elementary School,100
2017-18,Atlanta Public Schools,Inman Middle School,Teachers,Low Poverty,76.0,8.3,11,7611563,Inman Middle School,100
2017-18,Atlanta Public Schools,Inman Middle School,Teachers,Total,76.0,8.3,11,7611563,Inman Middle School,100
2017-18,Atlanta Public Schools,Jackson Elementary School,Teachers,Low Poverty,54.8,7.3,13,6180111,Jackson Elementary School,100
2017-18,Atlanta Public Schools,Jackson Elementary School,Teachers,Total,54.8,7.3,13,6180111,Jackson Elementary School,100
2017-18,Atlanta Public Schools,John Lewis Invictus Academy,Teachers,High Poverty,18.9,8.4,44,7611418,John Lewis Invictus Academy,100
2017-18,Atlanta Public Schools,John Lewis Invictus Academy,Teachers,Total,18.9,8.4,44,7611418,John Lewis Invictus Academy,100
2017-18,Atlanta Public Schools,KIPP Atlanta Collegiate,Teachers,High Poverty,88.0,27.1,31,7610212,KIPP Atlanta Collegiate,100
2017-18,Atlanta Public Schools,KIPP Atlanta Collegiate,Teachers,Total,88.0,27.1,31,7610212,KIPP Atlanta Collegiate,100
2017-18,Atlanta Public Schools,KIPP Strive Primary,Teachers,High Poverty,34.0,10.1,30,7610213,KIPP Strive Primary,100
2017-18,Atlanta Public Schools,KIPP Strive Primary,Teachers,Total,34.0,10.1,30,7610213,KIPP Strive Primary,100
2017-18,Atlanta Public Schools,KIPP VISION,Teachers,High Poverty,27.0,21.5,80,7610122,KIPP VISION,100
2017-18,Atlanta Public Schools,KIPP VISION,Teachers,Total,27.0,21.5,80,7610122,KIPP VISION,100
2017-18,Atlanta Public Schools,KIPP Vision Primary,Teachers,High Poverty,30.3,12.1,40,7610122,KIPP VISION,100
2017-18,Atlanta Public Schools,KIPP Vision Primary,Teachers,Total,30.3,12.1,40,7610122,KIPP VISION,100
2017-18,Atlanta Public Schools,KIPP West Atlanta Young Scholars Academy,Teachers,High Poverty,30.0,19.4,65,7610605,KIPP West Atlanta Young Scholars Academy,100
2017-18,Atlanta Public Schools,KIPP West Atlanta Young Scholars Academy,Teachers,Total,30.0,19.4,65,7610605,KIPP West Atlanta Young Scholars Academy,100
2017-18,Atlanta Public Schools,Kimberly Elementary School,Teachers,High Poverty,38.0,3.2,8,7611064,Kimberly Elementary School,100
2017-18,Atlanta Public Schools,Kimberly Elementary School,Teachers,Total,38.0,3.2,8,7611064,Kimberly Elementary School,100
2017-18,Atlanta Public Schools,Kindezi,Teachers,High Poverty,59.0,18.7,32,7610123,Kindezi,100
2017-18,Atlanta Public Schools,Kindezi,Teachers,Total,59.0,18.7,32,7610123,Kindezi,100
2017-18,Atlanta Public Schools,Kindezi Old 4th Ward,Teachers,High Poverty,78.0,25.1,32,7610123,Kindezi,100
2017-18,Atlanta Public Schools,Kindezi Old 4th Ward,Teachers,Total,78.0,25.1,32,7610123,Kindezi,100
2017-18,Atlanta Public Schools,King Middle School,Teachers,High Poverty,54.2,8.8,16,7610373,King Middle School,100
2017-18,Atlanta Public Schools,King Middle School,Teachers,Total,54.2,8.8,16,7610373,King Middle School,100
2017-18,Atlanta Public Schools,Kipp Strive Academy,Teachers,Total,31.0,14.3,46,7610115,Kipp Strive Academy,100
2017-18,Atlanta Public Schools,Kipp WAYS Primary School,Teachers,High Poverty,36.0,17.1,47,7610215,Kipp WAYS Primary School,100
2017-18,Atlanta Public Schools,Kipp WAYS Primary School,Teachers,Total,36.0,17.1,47,7610215,Kipp WAYS Primary School,100
2017-18,Atlanta Public Schools,Lin Elementary School,Teachers,Low Poverty,43.2,3.1,7,7612564,Lin Elementary School,100
2017-18,Atlanta Public Schools,Lin Elementary School,Teachers,Total,43.2,3.1,7,7612564,Lin Elementary School,100
2017-18,Atlanta Public Schools,Long Middle School,Teachers,High Poverty,49.8,12.8,26,7610173,Long Middle School,100
2017-18,Atlanta Public Schools,Long Middle School,Teachers,Total,49.8,12.8,26,7610173,Long Middle School,100
2017-18,Atlanta Public Schools,M. A. Jones Elementary School,Teachers,High Poverty,40.7,2.4,6,7614063,M. A. Jones Elementary School,100
2017-18,Atlanta Public Schools,M. A. Jones Elementary School,Teachers,Total,40.7,2.4,6,7614063,M. A. Jones Elementary School,100
2017-18,Atlanta Public Schools,"Maynard H. Jackson, Jr. High School",Teachers,High Poverty,118.3,20.7,17,7610186,"Maynard H. Jackson, Jr. High School",100
2017-18,Atlanta Public Schools,"Maynard H. Jackson, Jr. High School",Teachers,Total,118.3,20.7,17,7610186,"Maynard H. Jackson, Jr. High School",100
2017-18,Atlanta Public Schools,Mays High School,Teachers,High Poverty,144.3,24.4,17,7610182,Mays High School,100
2017-18,Atlanta Public Schools,Mays High School,Teachers,Total,144.3,24.4,17,7610182,Mays High School,100
2017-18,Atlanta Public Schools,Michael R. Hollis Innovation Academy,Teachers,High Poverty,56.9,8.9,16,7611414,Michael R. Hollis Innovation Academy,100
2017-18,Atlanta Public Schools,Michael R. Hollis Innovation Academy,Teachers,Total,56.9,8.9,16,7611414,Michael R. Hollis Innovation Academy,100
2017-18,Atlanta Public Schools,Miles Intermediate School,Teachers,High Poverty,50.7,8.1,16,7610513,Miles Intermediate School,100
2017-18,Atlanta Public Schools,Miles Intermediate School,Teachers,Total,50.7,8.1,16,7610513,Miles Intermediate School,100
2017-18,Atlanta Public Schools,Morningside Elementary School,Teachers,Low Poverty,58.5,6.0,10,6472058,Morningside Elementary School,100
2017-18,Atlanta Public Schools,Morningside Elementary School,Teachers,Total,58.5,6.0,10,6472058,Morningside Elementary School,100
2017-18,Atlanta Public Schools,North Atlanta High School,Teachers,Low Poverty,159.2,29.2,18,7610192,North Atlanta High School,100
2017-18,Atlanta Public Schools,North Atlanta High School,Teachers,Total,159.2,29.2,18,7610192,North Atlanta High School,100
2017-18,Atlanta Public Schools,Parkside Elementary School,Teachers,High Poverty,51.6,3.5,7,7610101,Parkside Elementary School,100
2017-18,Atlanta Public Schools,Parkside Elementary School,Teachers,Total,51.6,3.5,7,7610101,Parkside Elementary School,100
2017-18,Atlanta Public Schools,Perkerson Elementary School,Teachers,High Poverty,39.3,4.5,11,7610296,Perkerson Elementary School,100
2017-18,Atlanta Public Schools,Perkerson Elementary School,Teachers,Total,39.3,4.5,11,7610296,Perkerson Elementary School,100
2017-18,Atlanta Public Schools,Peyton Forest Elementary School,Teachers,High Poverty,39.6,0.4,1,7613065,Peyton Forest Elementary School,100
2017-18,Atlanta Public Schools,Peyton Forest Elementary School,Teachers,Total,39.6,0.4,1,7613065,Peyton Forest Elementary School,100
2017-18,Atlanta Public Schools,Price Middle School,Teachers,High Poverty,38.0,8.3,22,7610288,Price Middle School,100
2017-18,Atlanta Public Schools,Price Middle School,Teachers,Total,38.0,8.3,22,7610288,Price Middle School,100
2017-18,Atlanta Public Schools,Rivers Elementary School,Teachers,Low Poverty,55.0,9.8,18,7611066,Rivers Elementary School,100
2017-18,Atlanta Public Schools,Rivers Elementary School,Teachers,Total,55.0,9.8,18,7611066,Rivers Elementary School,100
2017-18,Atlanta Public Schools,School of Technology at Carver,Teachers,High Poverty,20.2,4.2,21,7610306,School of Technology at Carver,100
2017-18,Atlanta Public Schools,School of Technology at Carver,Teachers,Total,20.2,4.2,21,7610306,School of Technology at Carver,100
2017-18,Atlanta Public Schools,Scott Elementary School,Teachers,High Poverty,37.7,2.3,6,7020105,T.G. Scott Elementary School,100
2017-18,Atlanta Public Schools,Scott Elementary School,Teachers,Total,37.7,2.3,6,7020105,T.G. Scott Elementary School,100
2017-18,Atlanta Public Schools,Slater Elementary School,Teachers,High Poverty,44.0,2.1,5,7614066,Slater Elementary School,100
2017-18,Atlanta Public Schools,Slater Elementary School,Teachers,Total,44.0,2.1,5,7614066,Slater Elementary School,100
2017-18,Atlanta Public Schools,Smith Elementary School,Teachers,Low Poverty,65.3,6.6,10,6255066,Jacob G. Smith Elementary School,100
2017-18,Atlanta Public Schools,Smith Elementary School,Teachers,Total,65.3,6.6,10,6255066,Jacob G. Smith Elementary School,100
2017-18,Atlanta Public Schools,South Atlanta High School,Teachers,High Poverty,93.8,19.8,21,7611412,South Atlanta High School,100
2017-18,Atlanta Public Schools,South Atlanta High School,Teachers,Total,93.8,19.8,21,7611412,South Atlanta High School,100
2017-18,Atlanta Public Schools,Springdale Park Elementary School,Teachers,Low Poverty,47.2,7.6,16,6720188,Park Elementary School,100
2017-18,Atlanta Public Schools,Springdale Park Elementary School,Teachers,Total,47.2,7.6,16,6720188,Park Elementary School,100
2017-18,Atlanta Public Schools,Sutton Middle School,Teachers,Low Poverty,102.0,20.2,20,7613067,Sutton Middle School,100
2017-18,Atlanta Public Schools,Sutton Middle School,Teachers,Total,102.0,20.2,20,7613067,Sutton Middle School,100
2017-18,Atlanta Public Schools,Sylvan Hills Middle School,Teachers,High Poverty,47.2,8.1,17,7610188,Sylvan Hills Middle School,100
2017-18,Atlanta Public Schools,Sylvan Hills Middle School,Teachers,Total,47.2,8.1,17,7610188,Sylvan Hills Middle School,100
2017-18,Atlanta Public Schools,The John Hope-Charles Walter Hill Elementary Schools,Teachers,High Poverty,33.7,0.7,2,7612062,The John Hope-Charles Walter Hill Elementary Schools,100
2017-18,Atlanta Public Schools,The John Hope-Charles Walter Hill Elementary Schools,Teachers,Total,33.7,0.7,2,7612062,The John Hope-Charles Walter Hill Elementary Schools,100
2017-18,Atlanta Public Schools,Therrell High School,Teachers,High Poverty,94.5,28.1,30,7611409,Therrell High School,100
2017-18,Atlanta Public Schools,Therrell High School,Teachers,Total,94.5,28.1,30,7611409,Therrell High School,100
2017-18,Atlanta Public Schools,Thomasville Heights Elementary School,Teachers,High Poverty,41.0,11.6,28,7615067,Thomasville Heights Elementary School,100
2017-18,Atlanta Public Schools,Thomasville Heights Elementary School,Teachers,Total,41.0,11.6,28,7615067,Thomasville Heights Elementary School,100
2017-18,Atlanta Public Schools,Toomer Elementary School,Teachers,High Poverty,48.2,6.2,13,7615567,Toomer Elementary School,100
2017-18,Atlanta Public Schools,Toomer Elementary School,Teachers,Total,48.2,6.2,13,7615567,Toomer Elementary School,100
2017-18,Atlanta Public Schools,Towns Elementary School,Teachers,High Poverty,31.4,8.5,27,7611068,Towns Elementary School,100
2017-18,Atlanta Public Schools,Towns Elementary School,Teachers,Total,31.4,8.5,27,7611068,Towns Elementary School,100
2017-18,Atlanta Public Schools,Tuskegee Airman Global Academy,Teachers,High Poverty,47.7,6.7,14,7611416,Tuskegee Airman Global Academy,100
2017-18,Atlanta Public Schools,Tuskegee Airman Global Academy,Teachers,Total,47.7,6.7,14,7611416,Tuskegee Airman Global Academy,100
2017-18,Atlanta Public Schools,Wesley International Academy Charter Facility,Teachers,Total,71.0,25.0,35,7611208,Wesley International Academy Charter Facility,100
2017-18,Atlanta Public Schools,West Manor Elementary School,Teachers,High Poverty,24.1,1.8,7,7612569,West Manor Elementary School,100
2017-18,Atlanta Public Schools,West Manor Elementary School,Teachers,Total,24.1,1.8,7,7612569,West Manor Elementary School,100
2017-18,Atlanta Public Schools,Westside Atlanta Charter School,Teachers,Low Poverty,23.0,10.8,47,7610314,Westside Atlanta Charter School,100
2017-18,Atlanta Public Schools,Westside Atlanta Charter School,Teachers,Total,23.0,10.8,47,7610314,Westside Atlanta Charter School,100
2017-18,Atlanta Public Schools,Woodson Park Academy,Teachers,High Poverty,46.8,3.9,8,7611415,Woodson Park Academy,100
2017-18,Atlanta Public Schools,Woodson Park Academy,Teachers,Total,46.8,3.9,8,7611415,Woodson Park Academy,100
2017-18,Atlanta Public Schools,Young Middle School,Teachers,High Poverty,61.0,8.9,15,7610282,Young Middle School,100
2017-18,Atlanta Public Schools,Young Middle School,Teachers,Total,61.0,8.9,15,7610282,Young Middle School,100
2017-18,Bacon County,Bacon County Elementary School,Teachers,Total,34.5,1.6,5,6033050,Bacon County Elementary School,100
2017-18,Bacon County,Bacon County High School,Teachers,Total,35.6,3.5,10,6030302,Bacon County High School,100
2017-18,Bacon County,Bacon County Middle School,Teachers,Total,39.3,4.4,11,6030202,Bacon County Middle School,100
2017-18,Bacon County,Bacon County Primary School,Teachers,Total,37.5,3.7,10,6030102,Bacon County Primary School,100
2017-18,Bacon County,Bacon County- All Schools,Teachers,Total,146.4,13.8,9,6030302,Bacon County High School,83
2017-18,Baker County,Baker County K12 School,Teachers,High Poverty,28.7,6.6,23,6040105,Baker County K12 School,100
2017-18,Baker County,Baker County K12 School,Teachers,Total,28.7,6.6,23,6040105,Baker County K12 School,100
2017-18,Baker County,Baker County Learning Center,Teachers,High Poverty,1.0,1.0,100,6140395,Brooks County Early Learning Center,79
2017-18,Baker County,Baker County Learning Center,Teachers,Total,1.0,1.0,100,6140395,Brooks County Early Learning Center,79
2017-18,Baker County,Baker County- All Schools,Teachers,High Poverty,29.0,6.6,23,6040105,Baker County K12 School,83
2017-18,Baker County,Baker County- All Schools,Teachers,Total,29.0,6.6,23,6040105,Baker County K12 School,83
2017-18,Baldwin County,Baldwin County- All Schools,Teachers,Total,348.0,86.2,25,6770173,Irwin County Middle School,75
2017-18,Baldwin County,Baldwin High School,Teachers,Total,88.5,24.9,28,6050189,Baldwin High School,100
2017-18,Baldwin County,Lakeview Academy,Teachers,Total,44.5,14.0,31,6050300,Lakeview Academy,100
2017-18,Baldwin County,Lakeview Primary,Teachers,Total,58.0,8.5,15,6050302,Lakeview Primary,100
2017-18,Baldwin County,Midway Hills Academy,Teachers,Total,41.0,6.8,17,6050303,Midway Hills Academy,100
2017-18,Baldwin County,Midway Hills Primary,Teachers,Total,38.5,5.7,15,6050301,Midway Hills Primary,100
2017-18,Baldwin County,Oak Hill MS,Teachers,Total,82.5,29.5,36,6050100,Oak Hill MS,100
2017-18,Banks County,Banks County Elementary School,Teachers,Total,47.0,0.9,2,6060107,Banks County Elementary School,100
2017-18,Banks County,Banks County High School,Teachers,Total,73.9,9.8,13,6060199,Banks County High School,100
2017-18,Banks County,Banks County Middle School,Teachers,Total,46.8,5.5,12,6060105,Banks County Middle School,100
2017-18,Banks County,Banks County Primary School,Teachers,Total,46.0,3.0,7,6060205,Banks County Primary School,100
2017-18,Banks County,Banks County- All Schools,Teachers,Total,212.2,18.8,9,6060199,Banks County High School,83
2017-18,Barrow County,Apalachee High School,Teachers,Total,149.5,12.7,8,6070101,Apalachee High School,100
2017-18,Barrow County,Auburn Elementary School,Teachers,Total,63.0,2.5,4,6071050,Auburn Elementary School,100
2017-18,Barrow County,Barrow County- All Schools,Teachers,Total,1003.8,28.7,3,7310102,Taliaferro County School,75
2017-18,Barrow County,Bear Creek Middle School,Teachers,Total,52.1,0.5,1,6070114,Bear Creek Middle School,100
2017-18,Barrow County,Bethlehem Elementary School,Teachers,Total,53.0,1.0,2,6070205,Bethlehem Elementary School,100
2017-18,Barrow County,Bramlett Elementary School,Teachers,Total,54.0,0.0,0,6070193,Bramlett Elementary School,100
2017-18,Barrow County,County Line Elementary School,Teachers,Total,50.0,1.0,2,6070105,County Line Elementary School,100
2017-18,Barrow County,Haymon-Morris Middle School,Teachers,Total,57.0,4.3,7,6070106,Haymon-Morris Middle School,100
